ANALYSIS_DATE,TFE,SIO2,CAO,MGO,MNO,AL2O3,P2O5,V2O5,S,K2O,TIO2,CR2O3,NA2O,CAOSIO,MFE,MET,C,FEO,FE2O3,FE3O4
29-12-2022,90.74625,2.105,1.2675,0.3225,0.11,0.63625,0.03375,0.0625,0,0,0.13125,0.01,0.0525,0.6025,85.20375,93.89,2.50125,1.72625,4.4925,5.8775
30-12-2022,90.82,2.013333333,1.25,0.393333333,0.12,0.573333333,0.031666667,0.056666667,0,0,0.115,0.01,0.051666667,0.623333333,85.63833333,94.29,2.386666667,2.078333333,4.216666667,5.095
31-12-2022,90.37666667,2.051666667,1.285,0.48,0.125,0.555,0.03,0.053333333,0,0,0.113333333,0.01,0.053333333,0.635,83.74166667,92.65833333,2.51,2.171666667,3.946666667,6.59
01-01-2023,90.52166667,1.936666667,1.268333333,0.528333333,0.133333333,0.533333333,0.026666667,0.048333333,0,0,0.106666667,0.01,0.051666667,0.658333333,86.00333333,95.00166667,2.568333333,2.198333333,3.713333333,4.126666667
02-01-2023,91.26,1.954666667,1.242666667,0.500333333,0.07245,0.535166667,0.0483,0.021666667,0.003366667,0.01205,0.073333333,0.005,0.0435,0.236666667,87.13333333,95.47166667,2.583333333,1.626166667,2.753333333,5.691666667
03-01-2023,91.26166667,1.988333333,1.236666667,0.498333333,0.049133333,0.546666667,0.140766667,0.000166667,0.003383333,0.00805,0.051166667,0.001666667,0.03945,0,87.34833333,95.695,2.573333333,1.595,1.776666667,5.906666667
04-01-2023,91.63333333,1.309333333,0.847833333,0.343666667,0.01935,0.349166667,0.03935,0,0.001683333,0.006083333,0.037283333,0.001666667,0.01345,0,88.43666667,96.505,2.625,1.023833333,1.668333333,4.146666667
05-01-2023,91.284,0,0,0,0,0,0,0,0,0,0,0,0,0,86.276,94.51,2.654,0,0,0
06-01-2023,90.778,1.98,1.286,0.614,0.128,0.496,0.022,0.046,0,0,0.096,0.01,0.056,0.652,86.224,94.984,2.512,1.604,4.394,4.864
07-01-2023,90.3425,2.0475,1.2775,0.5525,0.1325,0.5,0.02,0.025,0,0,0.0875,0.01,0.05,0.635,84.9775,94.04,2.425,3.3175,3.4225,3.87
08-01-2023,90.8625,1.935,1.3075,0.575,0.14,0.5075,0.02,0.035,0,0,0.09,0.01,0.05,0.6775,86.7775,95.4975,2.4375,1.9225,3.9375,3.9925
09-01-2023,90.88666667,1.98,1.443333333,0.546666667,0.136666667,0.526666667,0.023333333,0.036666667,0,0,0.093333333,0.013333333,0.053333333,0.726666667,86.08333333,94.71666667,2.446666667,2.153333333,3.996666667,4.586666667
10-01-2023,90.72,2.105,1.318333333,0.413333333,0.133333333,0.563333333,0.025,0.013333333,0,0,0.09,0.01,0.05,0.626666667,85.44833333,94.19333333,2.406666667,2.2,4.175,5.046666667
11-01-2023,90.195,2.226666667,1.345,0.401666667,0.135,0.626666667,0.026666667,0.008333333,0,0,0.091666667,0.01,0.05,0.61,84.34166667,93.50666667,2.35,2.363333333,3.83,5.438333333
12-01-2023,89.77833333,2.028333333,1.415,0.445,0.135,0.54,0.021666667,0.006666667,0,0,0.085,0.011666667,0.053333333,0.695,83.535,93.05,2.373333333,2.935,3.595,5.186666667
13-01-2023,89.94285714,2.027142857,1.315714286,0.432857143,0.141428571,0.564285714,0.024285714,0.008571429,0,0,0.085714286,0.01,0.048571429,0.65,83.18714286,92.46714286,2.321428571,3.19,4.084285714,5.545714286
14-01-2023,90.17666667,2.155,1.378333333,0.425,0.14,0.628333333,0.026666667,0.006666667,0,0,0.09,0.01,0.05,0.638333333,85.41166667,94.71666667,2.313333333,2.501666667,3.538333333,4.015
15-01-2023,90.17666667,2.066666667,1.39,0.445,0.136666667,0.565,0.023333333,0.008333333,0,0,0.085,0.01,0.05,0.673333333,84.44,93.62166667,2.178333333,3.336666667,3.583333333,4.415
16-01-2023,90.14666667,2.116666667,1.373333333,0.423333333,0.141666667,0.575,0.025,0.001666667,0,0,0.086666667,0.01,0.05,0.648333333,83.72333333,92.875,2.278333333,3.326666667,4.405,5.051666667
17-01-2023,89.92833333,2.09,1.39,0.471666667,0.148333333,0.548333333,0.023333333,0.001666667,0,0,0.085,0.01,0.05,0.666666667,84.47333333,93.925,2.303333333,3.106666667,3.336666667,4.115
18-01-2023,90.46666667,2.093333333,1.341666667,0.443333333,0.155,0.561666667,0.023333333,0.005,0,0,0.083333333,0.01,0.05,0.64,85.875,94.92166667,2.295,2.536666667,3.686666667,3.838333333
19-01-2023,90.285,2.078333333,1.36,0.458333333,0.153333333,0.555,0.026666667,0.003333333,0,0,0.081666667,0.01,0.05,0.655,85.875,95.11333333,2.191666667,2.668333333,3.193333333,3.445
20-01-2023,90.07,2.036666667,1.438333333,0.485,0.153333333,0.553333333,0.021666667,0.003333333,0,0,0.08,0.01,0.05,0.705,85.34166667,94.74666667,2.418333333,2.748333333,3.046666667,3.683333333
21-01-2023,90.45166667,2.121666667,1.391666667,0.448333333,0.158333333,0.586666667,0.023333333,0.001666667,0,0,0.081666667,0.011666667,0.05,0.655,86.04333333,95.11833333,2.216666667,2.713333333,3.75,3.433333333
22-01-2023,90.13666667,2.035,1.32,0.441666667,0.151666667,0.54,0.02,0.005,0,0,0.08,0.01,0.05,0.648333333,84.62333333,93.875,2.221666667,3.153333333,3.655,4.183333333
23-01-2023,90.475,2.161666667,1.388333333,0.453333333,0.15,0.593333333,0.026666667,0,0,0,0.085,0.01,0.051666667,0.643333333,85.90166667,94.945,2.363333333,2.66,3.976666667,3.686666667
24-01-2023,90.30333333,2.128333333,1.385,0.465,0.146666667,0.573333333,0.023333333,0.001666667,0,0,0.083333333,0.01,0.053333333,0.65,84.82333333,93.93166667,2.265,3.38,4.125,3.931666667
25-01-2023,90.36166667,1.996666667,1.313333333,0.508333333,0.146666667,0.518333333,0.025,0.025,0,0,0.091666667,0.01,0.05,0.661666667,85.50333333,94.62,2.185,3.285,3.736666667,3.32
26-01-2023,91.465,1.42,1.108333333,0.661666667,0.083333333,0.335,0.03,0.165,0,0,0.15,0.005,0.05,0.798333333,86.78333333,94.87666667,2.2,2.921666667,5.25,3.748333333
27-01-2023,91.75,1.193333333,1.155,0.786666667,0.066666667,0.245,0.03,0.22,0,0,0.175,0,0.051666667,0.966666667,87.29333333,95.14,2.071666667,2.733333333,5.126666667,3.751666667
28-01-2023,91.93333333,1.148333333,1.115,0.76,0.06,0.231666667,0.03,0.23,0,0,0.186666667,0,0.053333333,0.97,86.855,94.47333333,2.133333333,2.826666667,6.088333333,4.411666667
29-01-2023,91.77666667,1.128333333,1.11,0.773333333,0.06,0.241666667,0.03,0.233333333,0,0,0.186666667,0,0.05,0.985,87.59333333,95.44333333,2.293333333,2.181666667,5.253333333,4.023333333
30-01-2023,92.095,1.145,1.145,0.823333333,0.065,0.23,0.03,0.233333333,0,0,0.185,0,0.051666667,0.998333333,87.61,95.12833333,2.256666667,2.268333333,5.565,4.351666667
31-01-2023,91.96833333,1.098333333,1.098333333,0.785,0.06,0.223333333,0.03,0.238333333,0,0,0.19,0,0.051666667,1,87.525,95.16666667,2.295,2.566666667,5.396666667,3.961666667
01-02-2023,92.12,1.188333333,1.12,0.778333333,0.061666667,0.246666667,0.03,0.225,0,0,0.183333333,0,0.051666667,0.951666667,87.71,95.21,2.308333333,1.976666667,5.58,4.586666667
02-02-2023,91.68833333,1.1,1.101666667,0.783333333,0.056666667,0.223333333,0.03,0.238333333,0,0,0.19,0,0.053333333,1.003333333,87.08166667,94.97,2.283333333,2.436666667,4.921666667,4.23
03-02-2023,92.26833333,1.096666667,1.108333333,0.788333333,0.06,0.225,0.03,0.24,0,0,0.19,0,0.053333333,1.011666667,88.985,96.44,2.295,1.761666667,5.068333333,3.535
04-02-2023,90.50666667,1.715,1.426666667,0.55,0.083333333,0.348333333,0.03,0.146666667,0,0,0.146666667,0.01,0.05,0.841666667,85.18166667,94.115,2.17,2.536666667,4.06,4.708333333
05-02-2023,91.02666667,1.876666667,1.51,0.516666667,0.086666667,0.365,0.03,0.136666667,0,0,0.141666667,0.011666667,0.05,0.801666667,87.11666667,95.70166667,2.27,1.761666667,4.041666667,4
06-02-2023,90.665,2.041666667,1.585,0.483333333,0.091666667,0.383333333,0.03,0.113333333,0,0,0.128333333,0.013333333,0.05,0.776666667,85.77333333,94.60333333,2.145,2.48,4.521666667,4.291666667
07-02-2023,90.26666667,2.121666667,1.68,0.43,0.098333333,0.42,0.03,0.101666667,0,0,0.126666667,0.018333333,0.05,0.795,85.1,94.26666667,2.171666667,2.681666667,4.078333333,4.311666667
08-02-2023,90.33,2.218333333,1.701666667,0.41,0.098333333,0.43,0.03,0.093333333,0,0,0.123333333,0.02,0.055,0.77,86.24,95.47,2.236666667,2.063333333,3.843333333,3.736666667
09-02-2023,90.215,2.218333333,1.706666667,0.44,0.103333333,0.44,0.03,0.093333333,0,0,0.125,0.02,0.056666667,0.771666667,86.70333333,96.10333333,2.393333333,1.571666667,3.421666667,3.565
10-02-2023,90.39666667,2.161666667,1.678333333,0.452833333,0.095,0.406083333,0.029666667,0.092833333,0,0,0.125833333,0.02,0.049666667,0.53,85.60666667,94.705,2.238333333,1.946666667,2.866666667,2.796666667
11-02-2023,90.54666667,2.02,1.638333333,0.498333333,0.093333333,0.393333333,0.03,0.118333333,0,0,0.131666667,0.018333333,0.048333333,0.813333333,86.195,95.19,2.285,2.156666667,4.281666667,3.981666667
12-02-2023,91.12,2.158333333,1.685,0.51,0.101666667,0.441666667,0.03,0.108333333,0,0,0.133333333,0.02,0.053333333,0.781666667,87.775,96.32166667,2.311666667,1.42,2.22,2.385
13-02-2023,92.225,0,0,0,0,0,0,0,0,0,0,0,0,0,89.73333333,97.29833333,2.385,0,0,0
14-02-2023,91.18833333,1.181666667,0.895,0.196666667,0.05,0.23,0.015,0.041666667,0,0,0.06,0.01,0.025,0.378333333,87.28333333,95.705,2.225,1.341666667,1.415,1.945
15-02-2023,89.98,2.266666667,1.748333333,0.473333333,0.098333333,0.445,0.03,0.09,0,0,0.123333333,0.02,0.051666667,0.77,85.58833333,95.12333333,2.13,2.52,3.481666667,3.516666667
16-02-2023,90.36166667,2.238333333,1.681666667,0.416666667,0.1,0.43,0.03,0.1,0,0,0.126666667,0.02,0.05,0.75,86.84666667,96.105,2.28,1.826666667,2.991666667,3.328333333
17-02-2023,90.195,2.415,1.778333333,0.42,0.101666667,0.458333333,0.03,0.085,0,0,0.12,0.02,0.05,0.736666667,86.05166667,95.40333333,2.316666667,2.046666667,3.268333333,3.783333333
18-02-2023,89.78,2.486666667,1.918333333,0.481666667,0.11,0.485,0.03,0.061666667,0,0,0.111666667,0.02,0.048333333,0.771666667,84.965,94.63833333,2.293333333,2.671666667,3.493333333,3.803333333
19-02-2023,90.235,2.37,1.72,0.423333333,0.1,0.453333333,0.03,0.09,0,0,0.121666667,0.018333333,0.048333333,0.726666667,86.36833333,95.715,2.281666667,2,2.736666667,3.523333333
20-02-2023,90.586,2.18,1.642,0.416,0.106,0.426,0.03,0.102,0,0,0.128,0.018,0.048,0.752,86.53,95.52,2.34,1.792,4.134,4.044
21-02-2023,90.22833333,2.19,1.696666667,0.415,0.101666667,0.43,0.03,0.093333333,0,0,0.125,0.018333333,0.051666667,0.773333333,85.63666667,94.90833333,2.268333333,2.118333333,3.52,4.238333333
22-02-2023,89.98,2.475,1.88,0.333333333,0.113333333,0.463333333,0.03,0.061666667,0,0,0.108333333,0.02,0.05,0.761666667,85.84333333,95.4,2.258333333,1.98,3.738333333,3.801666667
23-02-2023,90.14166667,2.333333333,1.793333333,0.366666667,0.11,0.441666667,0.03,0.08,0,0,0.116666667,0.02,0.048333333,0.768333333,86.15666667,95.57333333,2.246666667,1.871666667,3.75,3.771666667
24-02-2023,89.715,2.475,1.82,0.335,0.111666667,0.47,0.03,0.06,0,0,0.106666667,0.02,0.048333333,0.738333333,84.48333333,94.165,2.155,2.358333333,3.028333333,4.613333333
25-02-2023,90.13166667,2.398333333,1.78,0.343333333,0.105,0.463333333,0.03,0.075,0,0,0.115,0.02,0.048333333,0.743333333,85.00666667,94.29833333,2.225,2.446666667,3.611666667,4.488333333
26-02-2023,90.47,2.496666667,1.755,0.38,0.106666667,0.481666667,0.03,0.075,0,0,0.115,0.02,0.05,0.706666667,86.48833333,95.59166667,2.265,1.786666667,3.55,4.266666667
27-02-2023,90.035,2.166666667,1.605,0.345,0.103333333,0.426666667,0.03,0.088333333,0,0,0.121666667,0.02,0.046666667,0.743333333,84.135,93.44666667,2.101666667,2.983333333,4.061666667,4.788333333
28-02-2023,90.18166667,2.185,1.623333333,0.37,0.1,0.43,0.03,0.085,0,0,0.116666667,0.02,0.048333333,0.743333333,85.085,94.34833333,2.186666667,2.593333333,4.095,4.306666667
01-03-2023,90.518,1.846,1.454,0.522,0.09,0.392,0.03,0.13,0,0,0.134,0.012,0.05,0.794,86.138,95.162,2.332,2.168,3.858,4
02-03-2023,91.23833333,1.66,1.388333333,0.61,0.083333333,0.353333333,0.03,0.158333333,0,0,0.145,0.01,0.051666667,0.84,87.42,95.81666667,2.285,1.901666667,4.856666667,3.79
03-03-2023,90.32666667,2.143333333,1.528333333,0.381666667,0.1,0.448333333,0.03,0.083333333,0,0,0.111666667,0.018333333,0.051666667,0.715,85.61666667,94.78333333,2.108333333,2.446666667,4.166666667,4.046666667
04-03-2023,90.68333333,2.045,1.46,0.448333333,0.093333333,0.431666667,0.03,0.1,0,0,0.12,0.016666667,0.05,0.72,86.18,95.03166667,2.375,1.945,3.625,4.42
05-03-2023,91.17166667,1.683333333,1.33,0.533333333,0.083333333,0.348333333,0.03,0.153333333,0,0,0.151666667,0.011666667,0.05,0.796666667,86.26166667,94.61333333,2.333333333,2.851666667,5.175,4.023333333
06-03-2023,91.27333333,1.58,1.31,0.561666667,0.078333333,0.33,0.03,0.165,0,0,0.16,0.011666667,0.051666667,0.828333333,86.455,94.72,2.341666667,2.115,4.975,4.73
07-03-2023,91.20166667,1.481666667,1.28,0.586666667,0.071666667,0.308333333,0.03,0.185,0,0,0.173333333,0.01,0.048333333,0.865,86.3,94.62166667,2.356666667,2.648333333,4.968333333,4.238333333
08-03-2023,91.64666667,1.528333333,1.266666667,0.593333333,0.075,0.32,0.03,0.178333333,0,0,0.173333333,0.01,0.05,0.831666667,87.66166667,95.65166667,2.303333333,1.735,5.16,4.245
09-03-2023,91.64,1.408333333,1.206666667,0.615,0.071666667,0.296666667,0.03,0.196666667,0,0,0.176666667,0.01,0.048333333,0.863333333,87.20333333,95.14833333,2.345,2.205,5.586666667,4.275
10-03-2023,91.065,1.685,1.283333333,0.515,0.08,0.363333333,0.03,0.146666667,0,0,0.15,0.013333333,0.05,0.775,86.05,94.48833333,2.245,2.553333333,5.176666667,4.446666667
11-03-2023,91.06166667,1.861666667,1.355,0.458333333,0.09,0.391666667,0.03,0.116666667,0,0,0.135,0.015,0.046666667,0.728333333,86.74166667,95.25666667,2.288333333,2.115,4.656666667,4.101666667
12-03-2023,90.86666667,1.771666667,1.318333333,0.488333333,0.09,0.373333333,0.03,0.135,0,0,0.141666667,0.011666667,0.048333333,0.745,86.35666667,95.035,2.253333333,2.233333333,4.38,4.158333333
13-03-2023,90.9325,1.78,1.3225,0.52,0.09,0.37,0.03,0.14,0,0,0.1475,0.0125,0.05,0.745,85.3675,93.8775,2.18,3.0125,4.3275,4.565
14-03-2023,90.55714286,1.752857143,1.371428571,0.504285714,0.09,0.362857143,0.03,0.135714286,0,0,0.15,0.01,0.048571429,0.782857143,86.39285714,95.39857143,1.974285714,2.528571429,4.161428571,3.371428571
15-03-2023,91.11666667,1.808333333,1.321666667,0.485,0.088333333,0.383333333,0.026666667,0.131666667,0,0,0.145,0.013333333,0.06,0.731666667,87.40166667,95.92,2.231666667,2.165,3.78,3.181666667
16-03-2023,90.842,1.824,1.342,0.49,0.09,0.386,0.028,0.128,0,0,0.142,0.018,0.028,0.736,86.388,95.096,2.242,2.474,4.036,3.826
17-03-2023,91.11333333,1.8,1.35,0.486666667,0.086666667,0.381666667,0.021666667,0.135,0,0,0.148333333,0.016666667,0.018333333,0.751666667,86.43833333,94.86166667,2.201666667,2.625,5.016666667,3.985
18-03-2023,90.69,1.785,1.345,0.475,0.09,0.385,0.03,0.13,0,0,0.14,0.015,0.015,0.75,85.245,93.985,1.785,3.845,4.765,3.485
19-03-2023,90.885,1.72,1.313333333,0.478333333,0.085,0.356666667,0.021666667,0.141666667,0,0,0.146666667,0.015,0.015,0.766666667,85.96333333,94.585,2.23,2.786666667,4.538333333,4.043333333
20-03-2023,91.08333333,1.673333333,1.313333333,0.535,0.08,0.38,0.031666667,0.145,0,0,0.155,0.01,0.015,0.79,86.81666667,95.315,2.245,2.421666667,4.441666667,3.718333333
21-03-2023,91.40666667,1.666666667,1.213333333,0.5,0.07,0.461666667,0.04,0.118333333,0,0,0.153333333,0,0.016666667,0.731666667,87.06,95.24333333,2.263333333,2.243333333,5.06,4.071666667
22-03-2023,91.402,1.698,1.198,0.492,0.07,0.476,0.042,0.112,0,0,0.148,0,0.022,0.706,87.538,95.776,2.348,2.002,4.856,3.768
23-03-2023,91.23285714,1.712857143,1.195714286,0.437142857,0.077142857,0.494285714,0.042857143,0.105714286,0,0,0.151428571,0,0.02,0.698571429,86.41,94.71,2.302857143,2.324285714,5.055714286,4.504285714
24-03-2023,91.12,1.788333333,1.251666667,0.505,0.076666667,0.51,0.046666667,0.101666667,0,0,0.153333333,0,0.02,0.701666667,86.815,95.275,2.14,2.29,4.94,3.911666667
25-03-2023,91.24,1.788333333,1.233333333,0.486666667,0.073333333,0.541666667,0.045,0.096666667,0,0,0.148333333,0.025,0.025,0.688333333,86.855,95.19166667,2.205,2.231666667,5.875,4.091666667
26-03-2023,90.935,1.618333333,1.176666667,0.471666667,0.071666667,0.443333333,0.04,0.108333333,0,0,0.143333333,0,0.02,0.73,85.315,93.82166667,2.286666667,2.761666667,5.42,4.896666667
27-03-2023,90.62166667,1.805,1.221666667,0.37,0.085,0.506666667,0.04,0.071666667,0,0,0.121666667,0,0.016666667,0.681666667,85.32166667,94.15,2.23,2.823333333,5.248333333,4.39
28-03-2023,90.395,1.928333333,1.236666667,0.358333333,0.09,0.556666667,0.04,0.05,0,0,0.113333333,0.003333333,0.016666667,0.64,85.43333333,94.50833333,2.353333333,2.628333333,4.428333333,4.153333333
29-03-2023,90.808,1.938,1.258,0.332,0.094,0.554,0.04,0.048,0,0,0.108,0.002,0.028,0.648,86.504,95.252,2.334,2.282,4.22,3.854
30-03-2023,90.78666667,1.918333333,1.208333333,0.311666667,0.093333333,0.525,0.038333333,0.048333333,0,0,0.096666667,0.008333333,0.01,0.626666667,86.405,95.16833333,2.221666667,2.265,4.18,3.96
31-03-2023,90.79333333,1.878333333,1.245,0.325,0.091666667,0.505,0.035,0.055,0,0,0.1,0.006666667,0.01,0.661666667,85.75333333,94.43333333,2.295,2.95,4.71,3.991666667
01-04-2023,90.5825,1.8175,1.2075,0.3325,0.09,0.4875,0.0325,0.0575,0,0,0.1,0,0.01,0.6625,85.74,94.655,2.225,2.2825,3.985,4.4225
02-04-2023,91.75166667,0,0,0,0,0,0,0,0,0,0,0,0,0,87.43833333,95.29166667,2.353333333,0,0,0
03-04-2023,91.68166667,0,0,0,0,0,0,0,0,0,0,0,0,0,86.94666667,94.83166667,2.316666667,0,0,0
04-04-2023,91.76333333,0,0,0,0,0,0,0,0,0,0,0,0,0,87.35166667,95.18666667,2.318333333,0,0,0
05-04-2023,91.66,0,0,0,0,0,0,0,0,0,0,0,0,0,86.998,94.914,2.348,0,0,0
06-04-2023,91.81333333,0,0,0,0,0,0,0,0,0,0,0,0,0,87.59166667,95.40166667,2.323333333,0,0,0
07-04-2023,91.73333333,0,0,0,0,0,0,0,0,0,0,0,0,0,87.11833333,94.96833333,2.373333333,0,0,0
08-04-2023,91.61166667,0,0,0,0,0,0,0,0,0,0,0,0,0,86.3,94.2,2.223333333,0,0,0
09-04-2023,91.615,0,0,0,0,0,0,0,0,0,0,0,0,0,86.455,94.36666667,2.263333333,0,0,0
10-04-2023,91.53166667,0,0,0,0,0,0,0,0,0,0,0,0,0,86.05833333,94.02,2.263333333,0,0,0
11-04-2023,91.58166667,0,0,0,0,0,0,0,0,0,0,0,0,0,85.96333333,93.86333333,2.193333333,0,0,0
12-04-2023,91.384,0,0,0,0,0,0,0,0,0,0,0,0,0,85.434,93.488,2.282,0,0,0
13-04-2023,91.63833333,0,0,0,0,0,0,0,0,0,0,0,0,0,86.58833333,94.485,2.27,0,0,0
14-04-2023,91.84,0,0,0,0,0,0,0,0,0,0,0,0,0,87.57,95.465,2.313333333,0,0,0
15-04-2023,92.868,0,0,0,0,0,0,0,0,0,0,0,0,0,87.046,94.956,2.376,0,0,0
16-04-2023,91.58166667,0,0,0,0,0,0,0,0,0,0,0,0,0,86.09166667,93.99833333,2.205,0,0,0
17-04-2023,91.825,0,0,0,0,0,0,0,0,0,0,0,0,0,87.33166667,95.10333333,2.235,0,0,0
18-04-2023,91.63333333,0,0,0,0,0,0,0,0,0,0,0,0,0,86.67333333,94.58833333,2.301666667,0,0,0
19-04-2023,91.70333333,0,0,0,0,0,0,0,0,0,0,0,0,0,87.66,95.48166667,2.356666667,0,0,0
20-04-2023,91.685,0,0,0,0,0,0,0,0,0,0,0,0,0,86.76,94.62333333,2.258333333,0,0,0
21-04-2023,91.56,0,0,0,0,0,0,0,0,0,0,0,0,0,85.90833333,93.825,2.181666667,0,0,0
22-04-2023,91.76166667,0,0,0,0,0,0,0,0,0,0,0,0,0,86.465,94.22833333,2.07,0,0,0
23-04-2023,91.86166667,0,0,0,0,0,0,0,0,0,0,0,0,0,87.22833333,94.95333333,2.156666667,0,0,0
24-04-2023,91.895,0,0,0,0,0,0,0,0,0,0,0,0,0,87.77833333,95.51833333,2.265,0,0,0
25-04-2023,91.85333333,0,0,0,0,0,0,0,0,0,0,0,0,0,87.69,95.46333333,2.301666667,0,0,0
26-04-2023,91.74333333,0,0,0,0,0,0,0,0,0,0,0,0,0,86.92,94.735,2.223333333,0,0,0
27-04-2023,91.89166667,0,0,0,0,0,0,0,0,0,0,0,0,0,87.98166667,95.74333333,2.331666667,0,0,0
28-04-2023,91.66166667,0,0,0,0,0,0,0,0,0,0,0,0,0,86.505,94.735,2.313333333,0,0,0
29-04-2023,91.45,0,0,0,0,0,0,0,0,0,0,0,0,0,85.99,94.01833333,2.348333333,0,0,0
30-04-2023,91.60333333,0,0,0,0,0,0,0,0,0,0,0,0,0,86.64166667,94.58166667,2.331666667,0,0,0
01-05-2023,91.62444444,0.632666667,0.373666667,0.145333333,0.027166667,0.176555556,0.0216,0.022577778,0.001477778,0.010822222,0.051733333,0.001666667,0.014066667,0,86.39222222,94.28444444,2.232222222,0,0,0
02-05-2023,91.74333333,0,0,0,0,0,0,0,0,0,0,0,0,0,87.28166667,95.13333333,2.328333333,0,0,0
03-05-2023,91.85666667,0,0,0,0,0,0,0,0,0,0,0,0,0,88.025,95.82666667,2.39,0,0,0
04-05-2023,91.83333333,0,0,0,0,0,0,0,0,0,0,0,0,0,87.735,95.53666667,2.34,0,0,0
05-05-2023,91.60666667,0,0,0,0,0,0,0,0,0,0,0,0,0,86.43666667,94.35666667,2.24,0,0,0
06-05-2023,91.698,0,0,0,0,0,0,0,0,0,0,0,0,0,86.818,94.672,2.256,0,0,0
07-05-2023,91.89,0,0,0,0,0,0,0,0,0,0,0,0,0,87.815,95.56333333,2.216666667,0,0,0
08-05-2023,91.54833333,0,0,0,0,0,0,0,0,0,0,0,0,0,86.51,94.49666667,2.37,0,0,0
09-05-2023,91.71166667,0,0,0,0,0,0,0,0,0,0,0,0,0,87.08166667,94.95333333,2.316666667,0,0,0
10-05-2023,91.69333333,0,0,0,0,0,0,0,0,0,0,0,0,0,87.32833333,95.24,2.41,0,0,0
11-05-2023,91.73333333,0,0,0,0,0,0,0,0,0,0,0,0,0,87.56,95.44666667,2.406666667,0,0,0
12-05-2023,91.87666667,0,0,0,0,0,0,0,0,0,0,0,0,0,87.99333333,95.76833333,2.351666667,0,0,0
13-05-2023,92.005,0,0,0,0,0,0,0,0,0,0,0,0,0,88.73,96.44,2.391666667,0,0,0
14-05-2023,91.74166667,0,0,0,0,0,0,0,0,0,0,0,0,0,87.43666667,95.30333333,2.376666667,0,0,0
15-05-2023,91.85666667,0,0,0,0,0,0,0,0,0,0,0,0,0,88.27333333,96.09333333,2.461666667,0,0,0
16-05-2023,92,0,0,0,0,0,0,0,0,0,0,0,0,0,88.625,96.33166667,2.37,0,0,0
17-05-2023,91.90666667,0,0,0,0,0,0,0,0,0,0,0,0,0,87.99666667,95.74333333,2.313333333,0,0,0
18-05-2023,91.975,0,0,0,0,0,0,0,0,0,0,0,0,0,88.01833333,95.69666667,2.23,0,0,0
19-05-2023,91.8,0,0,0,0,0,0,0,0,0,0,0,0,0,87.9275,95.785,2.4375,0,0,0
29-05-2023,91.94,1.74,1.135,0.475,0.075,0.435,0.065,0.075,0.004,0.015,0.155,0.005,0.04,0,89.22,97.04,2.62,0,0,0
30-05-2023,92.035,1.986833333,1.244166667,0.4465,0.08395,0.506,0.068083333,0.06215,0.004433333,0.0294,0.1503,0.005,0.042566667,0,88.12666667,95.83333333,2.18,0,0,0
31-05-2023,91.67166667,1.898666667,1.149166667,0.475166667,0.2079,0.523666667,0.064833333,0.068516667,0.003833333,0.027116667,0.155083333,0.005,0.043083333,0,85.37666667,93.12833333,1.88,0,0,0
01-06-2023,91.88166667,2.0425,1.183,0.420333333,0.094766667,0.557666667,0.063166667,0.051116667,0.0015,0.009833333,0.1385,0.005333333,0.027733333,0,86.885,94.56166667,2.033333333,0,0,0
02-06-2023,91.98666667,2.051666667,1.167333333,0.424333333,0.093533333,0.565333333,0.06415,0.054283333,0.004533333,0.075533333,0.141216667,0.004916667,0.038316667,0.193,87.70666667,95.34166667,2.121666667,0,0,0
03-06-2023,91.75166667,1.747833333,1.196,0.462333333,0.187483333,0.4605,0.069533333,0.070716667,0.004766667,0.030666667,0.15475,0.004316667,0.036616667,0,87.09,94.91833333,2.351666667,0,0,0
04-06-2023,91.87833333,1.916666667,1.3155,0.4285,0.15915,0.494166667,0.075516667,0.049083333,0.003083333,0.045483333,0.13455,0.005216667,0.042716667,0,87.84833333,95.61,2.31,0,0,0
05-06-2023,91.47166667,1.6375,1.257333333,0.513833333,0.058133333,0.423333333,0.072683333,0.07725,0.002833333,0.020816667,0.161233333,0.004166667,0.04395,0,86.32,94.36833333,2.418333333,0,0,0
06-06-2023,91.52166667,1.8385,1.3465,0.463333333,0.100216667,0.472666667,0.076216667,0.05445,0.003183333,0.015783333,0.143916667,0.005,0.0444,0,86.35166667,94.35,2.383333333,0,0,0
07-06-2023,91.75833333,1.751666667,1.311666667,0.495,0.058833333,0.455,0.076833333,0.065,0.002316667,0.0185,0.151666667,0.005,0.043,0,87.025,94.84,2.233333333,0,0,0
08-06-2023,91.9375,1.34675,1.3175,0.564,0.053625,0.4345,0.0753,0.07655,0.0011,0.008975,0.1635,0.005,0.043525,0,87.16,94.8075,2.0375,0,0,0
09-06-2023,91.87333333,1.703333333,1.2835,0.476,0.059116667,0.443,0.07565,0.068683333,0.0039,0.0296,0.15375,0.005,0.0436,0,87.99166667,95.78,2.363333333,0,0,0
10-06-2023,91.66,1.811666667,1.323333333,0.4335,0.059833333,0.4675,0.079,0.058666667,0.001666667,0.017166667,0.141666667,0.005,0.042,0,86.925,94.83333333,2.336666667,0,0,0
11-06-2023,91.67,1.795,1.301666667,0.381666667,0.059333333,0.474166667,0.077,0.058,0.001583333,0.016666667,0.14,0.005,0.0435,0,87.74333333,94.935,2.398333333,0,0,0
