PRDDAT,DRI %,Yield,Power on time,Energy cons.,Oxygen,Coke lump,B/L cons.,Net TTT,B/D cons.,No. of heats,Metallization,,Carbon%,,Excess Carbon,Carbon injection,,DRI gangue,,,DRI rate,,DRI - T.Fe,DRI-M.Fe,,DRI(SiO2+Al2O3),DRI SiO2,,DRI Al2O3,,DRI (Mgo+CaO),DRI Basicity (CaO+MgO)/(Al2O3+SiO2), DRI Basicity CaO/SiO2 ,HBI%,,SiO2 slag,CaO,Basicity,MgO,T.Fe ,N.G Nm3/T DRI,LKAB,IOC,Samarco,vale,Metinvest,EFS,lump ore ,B.S
14-Aug-23,80.6,86.7,44.8,573,31.4,0.5,31.4,54.8,16.4,25,95.20,,2.39,,1.40,,,5.61,5.30,,133,,91.6,90.2,,1.72,1.4,,0.32,,1.97,1.01, 0.93 ,,,13.3,28.6,2.15,8.2,28,292,50,,50,,,,,
15-Aug-23,81.0,85.6,43.8,574,30.8,2.3,31.97,53.6,16.67,25,93.90,,2.30,,1.14,,,5.70,5.30,,133,,91.6,90.2,,1.72,1.4,,0.32,,1.97,1.01, 0.93 ,,,13.8,27.5,1.99,9.5,27.77,294,50,,50,,,,,
16-Aug-23,80.9,85.6,43.8,574,30.8,2.3,31.96,53.6,16.6,25,94.50,,2.20,,1.20,,,5.80,5.30,,133,,91.6,90.2,,1.72,1.4,,0.32,,1.97,1.01, 0.93 ,,,13.11,29.56,2.25,8.66,30.5,292,50,,50,,,,,
17-Aug-23,80.7,86.2,44.5,583,32.2,3.2,31.4,55.0,18.8,23,94.20,,2.24,,1.11,,,5.76,5.30,,134,,91.6,90.2,,1.72,1.4,,0.32,,1.97,1.01, 0.93 ,,,15.36,27.12,1.77,6.78,27.2,291,50,,50,,,,,
18-Aug-23,81.1,86.4,44.8,597,32.5,4.1,28.4,55.0,25.3,24,93.70,,2.16,,0.94,,,5.84,5.30,,134,,91.6,90.2,,1.72,1.4,,0.32,,1.97,1.01, 0.93 ,,,14.1,28.1,1.99,8.1,28.3,296,50,,50,,,,,
19-Aug-23,81.6,86.5,47.8,612,30.8,3.8,36.9,56.3,24.6,22,94.80,,2.17,,1.14,,,5.83,5.30,,134,,91.6,90.2,,1.72,1.4,,0.32,,1.97,1.01, 0.93 ,,,17.9,32.8,1.83,11.3,25.3,297,50,,50,,,,,
20-Aug-23,81.4,85.0,47.1,612,33.8,3.2,38.06,57.7,25.37,22,95.30,,2.23,,1.30,,,5.77,5.30,,134,,91.6,90.2,,1.72,1.4,,0.32,,1.97,1.01, 0.93 ,,,13.3,30.77,2.31,8.4,28.1,298,50,,50,,,,,
21-Aug-23,80.8,86.1,44.8,594,32.2,1.1,17.9,56.5,30.15,23,94.10,,2.10,,1.00,,,5.90,5.30,,134,,91.6,90.2,,1.72,1.4,,0.32,,1.97,1.01, 0.93 ,,,12.7,26,2.05,10.6,31.1,298,50,,50,,,,,
22-Aug-23,80.5,86.2,45.4,595,30.9,1.5,12.63,56.6,33.6,24,94.10,,2.01,,1.14,,,5.99,5.30,,134,,91.6,90.2,,1.72,1.4,,0.32,,1.97,1.01, 0.93 ,,,12.9,25.3,1.96,9.8,31.2,304,50,,50,,,,,
23-Aug-23,80.2,90.4,43.7,556,31.1,4.1,17.4,56.3,22.69,8,93.40,,2.24,,0.96,,,4.24,5.30,,134,,91.67,85.2,,1.67,1.35,,0.32,,1.98,1.04, 0.94 ,,,13.76,30.3,2.20,9,27.9,309,65,,35,,,,,
24-Aug-23,81.3,86.1,46.0,591,31.4,3.1,12.4,56.6,31.2,21,93.60,,1.95,,0.70,,,4.58,5.30,,123,,91.72,85.6,,1.62,1.32,,0.3,,1.99,1.05, 0.95 ,,,13.05,24.5,1.88,8,31.2,303,80,,20,,,,,
25-Aug-23,80.5,86.2,44.2,581,31.7,1.9,12.6,55.3,31.17,20,94.40,,2.20,,1.15,,,4.29,5.30,,134,,91.71,85.4,,1.63,1.33,,0.3,,1.98,1.04, 0.94 ,,,12.15,25.31,2.08,10.7,30.9,313,75,,25,,,,,
26-Aug-23,81.0,86.3,42.9,571,30.6,2.2,12.5,52.8,33,25,94.10,,2.20,,1.07,,,4.29,5.30,,134,,91.71,85.4,,1.63,1.33,,0.3,,1.98,1.04, 0.94 ,,,14.04,24.4,1.74,12.2,30.6,313,75,,25,,,,,
27-Aug-23,80.3,86.7,41.3,556,31.4,1.1,14.5,49.8,31.3,26,95.00,,2.20,,1.22,,,4.29,5.30,,134,,91.71,85.4,,1.63,1.33,,0.3,,1.97,1.04, 0.94 ,,,14,27.6,1.97,10.3,29,316,75,,25,,,,,
28-Aug-23,81.2,85.9,43.5,583,32.2,1.4,12.5,53.9,36.6,24,94.60,,2.28,,1.23,,,4.21,5.30,,134,,91.71,85.4,,1.63,1.33,,0.3,,1.97,1.04, 0.94 ,,,13.6,25.2,1.85,10.9,32.3,316,75,,25,,,,,
29-Aug-23,80.7,86.4,42.9,569,32.4,4.6,12.5,54.7,31.3,24,94.70,,2.20,,1.19,,,4.29,5.30,,134,,91.71,85.4,,1.63,1.33,,0.3,,1.97,1.04, 0.94 ,,,14.15,26.2,1.85,10.3,30.4,320,75,,25,,,,,
30-Aug-23,81.3,85.4,43.2,568,31.7,2.2,7.06,53.1,36,22,94.50,,2.30,,1.25,,,4.19,5.30,,134,,91.71,85.4,,1.63,1.33,,0.3,,1.97,1.04, 0.94 ,,,13.6,26.2,1.93,10.4,29.8,313,75,,25,,,,,
31-Aug-23,81.4,85.6,43.0,563,32.4,0.9,6.1,54.1,30.9,23,95.00,,2.20,,1.30,,,4.29,5.30,,134,,91.71,85.4,,1.63,1.33,,0.3,,1.97,1.04, 0.94 ,,,16.07,31.2,1.94,9.76,23.2,310,75,,25,,,,,
01-Dec-23,80.1,85.3,40.6,532,36.9,0.6,6.7,51.8,37.2,24,94.27,,2.32,,1.20,,,,,,130,,90.81,85.3,,2.78,2.3,,0.48,,2.14,0.81, 0.71 ,,,11.7,23,1.97,8,32,304,50,,,50,,,,
02-Dec-23,79.9,87.8,40.3,532,35.6,0.4,7.8,50.8,40,23,94.80,,2.42,,1.40,,,,,,130,,90.81,85.3,,2.78,2.3,,0.48,,2.14,0.81, 0.71 ,,,13.25,29.1,2.20,9.8,28.9,303,50,,,50,,,,
03-Dec-23,79.7,86.6,40.5,530,36.4,0.4,7.1,51.2,40.4,25,95.40,,2.40,,1.55,,,,,,130,,90.81,85.3,,2.78,2.3,,0.48,,2.14,0.81, 0.71 ,,,12.7,29.6,2.33,10.11,28.6,310,50,,,50,,,,
04-Dec-23,80.5,85.3,41.8,544,36.2,0.5,6.55,52.3,40.16,26,95.30,,2.26,,1.35,,,,,,130,,90.81,85.3,,2.78,2.3,,0.48,,2.14,0.81, 0.71 ,,,12.52,28.75,2.30,10.21,28.84,305,50,,,50,,,,
05-Dec-23,80.2,85.4,43.5,550,35.6,1.3,9.44,53.5,28.75,10,94.60,,2.56,,1.52,,,,,,130,,90.81,85.3,,2.78,2.3,,0.48,,2.14,0.81, 0.71 ,,,12.89,25.16,1.95,10.44,32.8,305,50,,,50,,,,
06-Dec-23,80.5,86.0,40.5,519,34.2,0.0,6.4,50.0,39,24,93.86,,2.32,,1.13,,,,,,130,,90.81,85.3,,2.78,2.3,,0.48,,2.14,0.81, 0.71 ,,,12.2,24.35,2.00,13.1,32.7,303,50,,,50,,,,
07-Dec-23,80.1,85.9,40.1,538,34.3,0.2,6.7,49.8,36,26,96.45,,2.38,,1.68,,,,,,,,90.81,85.3,,2.78,2.3,,0.48,,2.14,0.81, 0.71 ,,,,,#DIV/0!,,,,50,,,50,,,,
08-Dec-23,80.5,85.4,40.8,545,34.7,1.1,7.1,50.2,37.4,25,95.60,,2.37,,1.51,,,,,,130,,90.81,85.3,,2.78,2.3,,0.48,,2.14,0.81, 0.71 ,,,13.76,31.37,2.28,8.99,27.58,303,50,,,50,,,,
09-Dec-23,79.5,86.1,39.9,526,34.2,0.3,7.24,49.8,38.1,27,95.26,,2.38,,1.45,,,,,,130,,90.81,85.3,,2.78,2.3,,0.48,,2.14,0.81, 0.71 ,,,14.6,29.04,1.99,11,27.9,302,50,,,50,,,,
10-Dec-23,79.6,86.7,41.1,530,34.8,0.1,16.3,51.3,38.36,26,95.90,,2.40,,1.62,,,,,,119,,90.81,85.3,,2.78,2.3,,0.48,,2.14,0.81, 0.71 ,,,13.2,31.2,2.36,9.7,27.8,303,50,,,50,,,,
11-Dec-23,78.7,86.6,40.7,527,34.2,0.3,6.2,50.8,37.1,25,91.30,,2.29,,0.60,,,,,,130,,90.71,85.1,,2.8,2.2,,0.49,,2.11,0.80, 0.70 ,,,16.2,28.4,1.75,9.75,28.5,303,,,50,50,,,,
12-Dec-23,78.1,86.7,40.5,531,34.6,0.0,5.7,49.7,37.5,23,92.80,,2.47,,1.10,,,,,,130,,90.71,85.1,,2.8,2.2,,0.49,,2.11,0.80, 0.70 ,,,13.8,27.59,2.00,10.1,25.9,302,,,50,50,,,,
13-Dec-23,77.7,91.8,39.5,499,32.5,0.4,9.3,48.5,29.9,7,93.15,,2.38,,1.07,,,,,,130,,90.71,85.1,,2.8,2.2,,0.49,,2.11,0.80, 0.70 ,,,,,#DIV/0!,,,,,,50,50,,,,
14-Dec-23,73.5,85.9,41.5,526,34.4,0.2,8.3,52.1,38.3,17,95.17,,2.49,,1.55,,,,,,130,,90.71,85.1,,2.8,2.2,,0.49,,2.11,0.80, 0.70 ,,,12.3,25.3,2.06,8.11,30.1,305,,,50,50,,,,
15-Dec-23,78.1,86.6,41.4,529,33.8,0.4,6.4,51.5,36.8,23,93.80,,2.19,,1.01,,,,,,130,,90.71,85.1,,2.8,2.2,,0.49,,2.11,0.80, 0.70 ,,,12.4,29.07,2.34,10.39,28.2,302,,,50,50,,,,
16-Dec-23,74.4,87.4,42.0,520,33.6,0.2,5.8,51.9,36.9,22,94.70,,2.56,,1.54,,,,,,130,,90.71,85.1,,2.8,2.2,,0.49,,2.11,0.80, 0.70 ,,,13.2,28.9,2.19,10.76,28.05,303,,,50,50,,,,
17-Dec-23,74.4,86.6,41.3,520,33.2,0.1,6.68,51.9,35.6,23,92.40,,2.23,,0.87,,,,,,130,,90.71,85.1,,2.8,2.2,,0.49,,2.11,0.80, 0.70 ,,,13.7,30.47,2.22,9.48,27.5,301,,,50,50,,,,
18-Dec-23,75.4,88.3,40.7,512,32.5,0.3,6.15,51.1,27.4,26,95.45,,2.24,,1.52,,,,,,130,,90.71,85.1,,2.8,2.2,,0.49,,2.11,0.80, 0.70 ,,,15.5,28.4,1.83,9.9,25.5,302,,,50,50,,,,
19-Dec-23,80.3,87.5,40.6,523,33.6,0.0,6.8,49.7,28.5,23,93.10,,2.17,,0.84,,,,,,130,,90.71,85.1,,2.8,2.2,,0.49,,2.11,0.80, 0.70 ,,,13.6,24.28,1.79,12.29,26.9,301,,,50,50,,,,
20-Dec-23,79.1,88.1,40.4,522,33.5,0.0,7.2,49.6,27.2,25,94.70,,2.45,,1.42,,,,,,130,,90.71,85.1,,2.8,2.2,,0.49,,2.11,0.80, 0.70 ,,,14.57,31.25,2.14,9.6,24.7,305,,,50,50,,,,
21-Dec-23,78.5,88.1,43.9,527,33.5,0.2,6.5,55.0,25.46,11,96.20,,2.43,,1.71,,,,,,130,,90.71,85.1,,2.8,2.2,,0.49,,2.11,0.80, 0.70 ,,,,,#DIV/0!,,,,,,50,50,,,,
22-Dec-23,79.5,87.2,41.3,526,35.5,0.0,7.43,52.6,33.6,21,97.10,,2.46,,1.80,,,,5.30,,130,,90.71,85.1,,2.8,2.2,,0.49,,2.11,0.80, 0.70 ,,,15.09,28.7,1.90,9.3,25.8,304,,,50,50,,,,
23-Dec-23,79.7,88.5,42.2,533,33.8,0.0,9.11,51.5,36.25,20,95.80,,2.40,,1.59,,,,5.30,,130,,90.71,85.1,,2.8,2.2,,0.49,,2.11,0.80, 0.70 ,,,13.5,29.1,2.16,8.9,27.2,303,,,50,50,,,,
24-Dec-23,79.8,87.9,42.5,532,34.1,0.6,9.88,53.0,35.3,23,95.69,,2.49,,1.66,,,,5.30,,130,,90.71,85.1,,2.8,2.2,,0.49,,2.11,0.80, 0.70 ,,,13.4,30.1,2.25,15.5,24.1,301,,,50,50,,,,
25-Dec-23,80.2,86.8,42.5,538,33.8,0.5,12.36,52.6,39.5,26,94.30,,2.10,,1.01,,,,5.30,,130,,90.71,85.1,,2.8,2.2,,0.49,,2.11,0.80, 0.70 ,,,13.3,28.2,2.12,12.1,25.2,305,,,50,50,,,,
26-Dec-23,,,,,,,,,,,,,,,,,,,5.30,,130,,90.71,85.1,,2.8,2.2,,0.49,,2.11,0.80, 0.70 ,,,,,#DIV/0!,,,,,,50,50,,,,
26-Dec-23,78.3,86.2,43.1,547,33.6,0.5,12.9,54.7,36.9,23,95.36,,2.47,,1.57,,,,5.30,,130,,90.71,85.1,,2.8,2.2,,0.49,,2.11,0.80, 0.70 ,,,14.7,30.45,2.07,11.7,24.3,305,,,50,50,,,,
27-Dec-23,78.1,86.4,42.3,538,33.7,1.1,10,53.2,37.2,26,95.40,,2.41,,1.30,,,,5.30,,130,,90.71,85.1,,2.8,2.2,,0.49,,2.11,0.80, 0.70 ,,,14.07,28.5,2.03,8.45,29.7,308,,,50,50,,,,
28-Dec-23,77.8,86.9,44.4,561,35.2,0.2,10.5,57.6,35.2,17,93.30,,1.99,,0.70,,,,5.30,,130,,90.71,85.1,,2.8,2.2,,0.49,,2.11,0.80, 0.70 ,,,14.8,27.6,1.86,9.69,26.1,305,,,50,50,,,,
29-Dec-23,77.2,85.8,42.9,558,35.2,1.0,9.5,55.3,35.2,26,94.60,,2.05,,1.02,,,,5.30,,130,,90.71,85.1,,2.8,2.2,,0.49,,2.11,0.80, 0.70 ,,,15.14,34.73,2.29,10.12,23.51,304,,,50,50,,,,
30-Dec-23,77.9,85.0,42.8,560,35.5,1.8,10,54.8,45.4,25,95.50,,1.95,,1.09,,,,5.30,,130,,90.71,85.1,,2.8,2.2,,0.49,,2.11,0.80, 0.70 ,,,13.5,34.5,2.56,9.19,23.5,304,,,50,50,,,,
31-Dec-23,77.9,85.9,44.6,553,34.0,0.5,11.8,55.5,40.7,23,93.10,,2.10,,0.70,,,,5.30,,124,,90.71,85.1,,2.8,2.2,,0.49,,2.11,0.80, 0.70 ,,,13.58,29.8,2.19,9.1,29.3,304,,,50,50,,,,
01-Jan-24,79.3,85.9,47.6,586,35.1,2.2,13.19,58.8,40.02,9,92.60,,1.80,,0.80,,,,,,,,90.71,85.1,,2.8,2.2,,0.49,,2.11,0.80, 0.70 ,,,,,#DIV/0!,,,,,,50,50,,,,
01-Feb-25,82.7,88.5,41.5,536,30.8,0.000,11.45,54.1,28.13,23,94.48,,2.34,,1.27,11.1,,,,,128,,90.025,85.06,,2.433333333,2.003333333,,0.43,,1.70,0.70, 0.68 ,,,15.17,30.74,2.026,11.32,30.01,294,30,,15,55,,,,
02-Feb-25,81.1,87.4,39.1,522,33.2,0.0,11.9,49.6,28.4,27,95.03,,2.37,,1.41,17.5,,,,,128,,89.79,85.32666667,,2.34,1.951666667,,0.388333333,,1.62,0.69, 0.69 ,,,13.1,29.3,2.24,11.5,30.2,295,30,,,70,,,,
03-Feb-25,82.0,86.8,40.5,527,34.5,0.0,12.03,49.5,28.25,25,94.95,,2.36,,1.38,14.10,,,,,128,,89.765,85.235,,2.471666667,2.058333333,,0.413333333,,1.65,0.67, 0.67 ,,,14.4,30.4,2.11,12.14,31.2,295,30,,,70,,,,
04-Feb-25,82.5,86.9,40.5,543,34.1,0.090,12.6,52.3,30.7,26,94.36,,2.33,,1.25,17.50,,,,,106,,89.79666667,84.73666667,,2.34,1.925,,0.415,,1.56,0.67, 0.69 ,,,14.6,29.5,2.02,10.4,31.4,293,20,,50,30,,,,
05-Feb-25,82.3,85.2,40.3,565,37.7,0.0,13.8,50.7,27.5,7,95.59,,2.48,,1.35,23.60,,,,,106,,90.56,86.57666667,,2.43,1.95,,0.48,,1.54,0.63, 0.67 ,,,,,,,,293,20,,50,30,,,,
06-Feb-25,82.2,87.2,44.7,560,34.2,0.6,12.37,54.3,31.62,21,93.21,,2.06,,0.77,22.10,,,,,85,,89.18428571,83.14571429,,2.301428571,1.831428571,,0.47,,1.552857143,0.67, 0.74 ,,,14.1,29.7,2.11,11.8,31.9,289,20,,50,30,,,,
07-Feb-25,81.9,87.8,40.7,538,33.5,0.4,11.47,50.9,32.48,27,93.24,,2.06,,0.76,20.50,,,,,85,,90.025,83.95333333,,2.295,1.808333333,,0.486666667,,1.65,0.72, 0.77 ,,,,,,,,,,,,,,,,
08-Feb-25,82.1,87.6,40.7,536,33.7,1.2,11.03,50.4,31,25,94.81,,2.00,,0.99,18.30,,,,,87,,90.785,86.07333333,,2.455,1.933333333,,0.521666667,,1.69,0.69, 0.75 ,,,15.04,29.94,1.99,11.97,31.7,289,20,,50,30,,,,
09-Feb-25,82.6,88.1,41.4,525,35.8,0.0,13.7,51.6,32.03,24,94.20,,2.04,,0.91,16.9,,,,,87,,90.54833333,85.31,,2.496666667,1.953333333,,0.543333333,,1.70,0.68, 0.73 ,,,14.6,29.9,2.05,11.7,30.9,289,20,,50,30,,,,
10-Feb-25,82.1,89.3,40.2,515,35.3,0.0,13.15,50.2,31.6,23,94.12,,1.94,,0.81,15.06,,,,,123,,90.28,84.99333333,,2.51,1.995,,0.515,,1.69,0.67, 0.73 ,,,14.8,29.8,2.01,12.9,31.6,295,20,,50,30,,,,
11-Feb-25,81.7,89.8,39.4,508,34.5,0.0,13.7,48.6,24.4,25,96.27,,2.47,,1.74,10.3,,,,,128,,91.13,87.73,,2.51,1.99,,0.52,,1.68,0.67, 0.72 ,,,,,,,,294,20,,50,30,,,,
12-Feb-25,81.6,88.8,39.5,509,34.9,0.000,13.34,49.3,32.78,27,94.69,,2.06,,1.22,13.6,,,,,128,,90.74,85.92,,2.53,2,,0.53,,1.66,0.65, 0.69 ,,,15.45,29.75,1.926,12.98,28.99,295,20,,50,30,,,,
13-Feb-25,81.5,88.8,39.8,516,35.1,0.0,11.99,50.7,34.08,27,96.10,,2.49,,1.73,15.9,,,,,128,,91.1,87.6,,2.455,1.93,,0.53,,1.66,0.67, 0.74 ,,,14.2,29.3,2.06,15.3,33.0,301,20,,50,30,,,,
14-Feb-25,82.0,89.3,40.3,516,34.8,0.000,11.15,51.2,34.13,26,96.08,,2.58,,1.81,15.7,,,,,128,,91.4,87.8,,2.488333333,1.95,,0.54,,1.68,0.68, 0.74 ,,,14.4,29.2,2.03,13.1,32,302,20,,50,30,,,,
15-Feb-25,81.1,89.1,40.4,512,34.1,0.0,11.95,51.9,34.3,24,94.39,,2.26,,1.17,13.3,,,,,128,,90.9,85.8,,2.35,1.86,,0.49,,1.67,0.71, 0.76 ,,,13.7,29.3,2.14,13.7,34,301,20,,50,30,,,,
16-Feb-25,81.8,88.4,39.5,512,34.9,0.0,12.29,49.3,34.2,27,95.12,,2.31,, 1.362 ,13.1,,,,,128,,90.79,86.4,,2.35,1.85,,0.50,,1.60,0.68, 0.75 ,,,15.17,30.74,2.03,12.14,31.2,295,20,,50,30,,,,
17-Feb-25,81.8,88.5,39.5,523,35.1,0.4,11.96,50.0,33.7,23,95.79,,2.53,,1.71,14.3,,,,,128,,91.09,87.3,,2.44,1.92,,0.52,,1.69,0.69, 0.74 ,,,13.1,29.3,2.24,10.4,31.4,302,20,,50,30,,,,
18-Feb-25,81.5,88.3,39.6,513,34.9,0.0,11.88,49.1,32.45,27,95.90,,2.47,,1.67,12.7,,,,,128,,90.84,87.112,,2.432,1.91,,0.52,,1.64,0.67, 0.73 ,,,15.59,30.14,1.93,11.95,30.7,301,20,,50,30,,,,
19-Feb-25,81.9,86.7,43.6,543,37.3,0.000,12.44,53.2,34.34,11,95.76,,2.45,,1.62,18.77,,,,,128,,91.37,87.50333333,,2.553333333,2.02,,0.54,,1.68,0.66, 0.70 ,,,15.6,31.43,2.02,10.66,28.24,301,20,,50,30,,,,
20-Feb-25,81.9,87.6,40.2,517,35.0,0.0,12.31,50.4,35.37,23,96.32,,2.46,,1.74,15.9,,,,,128,,91.43,88.07,,2.556666667,2,,0.556666667,,1.66,0.65, 0.70 ,,,14.2,29.34,2.06,15.26,32.985,299,20,,50,30,,,,
21-Feb-25,81.9,88.2,41.1,521,34.8,0.0,13.07,50.6,34.43,24,96.03,,2.39,,1.61,14,,,,,128,,91.06,87.445,,2.4825,1.965,,0.5175,,1.67,0.67, 0.72 ,,,14.6,29.5,2.02,10.4,31.4,294,20,,50,30,,,,
22-Feb-25,81.7,87.5,40.6,524,34.8,0.026,12.28,49.3,34.76,21,95.73,,2.48,,1.65,12.9,,,,,128,,91.13,87.23666667,,2.55,2.006666667,,0.543333333,,1.66,0.65, 0.70 ,,,15.33,29.92,1.95,12.6,28.45,293,20,,50,30,,,,
23-Feb-25,81.4,88.7,40.2,518,34.3,0.0,13.3,49.6,33.9,26,95.35,,2.43,,1.52,14.09,,,,,128,,91.00,86.78,,2.455,1.96,,0.495,,1.64,0.67, 0.71 ,,,14.5,29.1,2.01,11.5,31.4,295,20,,50,30,,,,
24-Feb-25,81.1,89.1,39.3,507,34.5,0.0,12.2,47.7,34.39,28,95.41,,2.54,,1.64,13.46,,,,,128,,91.25,87.07,,2.44,1.95,,0.5,,1.61,0.65, 0.71 ,,,13.4,29.17,2.18,10.52,31.9,295,20,,50,30,,,,
25-Feb-25,81.5,87.6,39.2,519,35.0,0.0,12.3,49.2,34.6,26,95.07,,2.56,,1.60,13.1,,,,,128,,91.22,86.73,,2.47,1.95,,0.52,,1.64,0.66, 0.71 ,,,15.45,29.75,1.926,12.98,28.99,295,20,,50,30,,,,
26-Feb-25,80.5,89.5,33.9,523,33.9,0.0,11.6,50.0,33.9,25,96.00,,2.57,,1.79,14.2,,,,,128,,90.9,87.26,,2.46,1.95,,0.51,,1.67,0.68, 0.72 ,,,14.6,29.9,2.05,11.7,30.9,295,20,,50,30,,,,
27-Feb-25,80.7,88.8,39.9,522,36.5,0.0,11.7,49.8,34.7,27,,,,,,14.2,,,,,,,90.84,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Feb-25,81.0,87.4,40.3,521,36.0,0.0,12.1,49.1,33.5,23,,,,,,13.3,,,,,,,91.37,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Aug-22,80.8,85.9,51.6,609,31.3,0.00,9.42,61.0,34.5,5,95.30,,2.37,,1.47,,,,,,107,113,91.52,,,2.4,1.91,,0.49,,1.77,0.74, 0.63 ,,5%,,,#DIV/0!,,,296,70,,,20,,,10,
28-Dec-22,74.1,85.8,41.6,522,36.9,0.8,18.57,52.2,38.86,23,95.30,,2.53,,1.64,,,,,,126,121,90.99,,,3.31,2.48,,0.83,,1.57,0.47, 0.52 ,,5%,14.5,30.90,2.13,11.04,27.28,302,20,,,80,,,,
29-Dec-22,76.0,86.0,41.7,530,36.8,0.2,23.4,52.5,40.4,24,94.10,,2.66,,1.53,,,,,,127,122,90.99,,,3.31,2.48,,0.83,,1.57,0.47, 0.52 ,,5%,14.8,31.45,2.13,11.01,26.9,310,20,,,80,,,,
30-Dec-22,77.1,85.7,41.3,534,37.9,0.3,24.9,53.4,43.66,25,94.90,,2.42,,1.45,,,,,,127,124,90.99,,,3.31,2.48,,0.83,,1.57,0.47, 0.52 ,,5%,13.0,27.40,2.10,11.50,28.7,305,20,,,80,,,,
31-Dec-22,74.3,84.7,41.6,554,40.9,2.1,36.7,53.0,47.8,20,93.89,,2.50,,1.30,,,,,,127,128,90.99,,,3.31,2.48,,0.83,,1.57,0.47, 0.52 ,,5%,13.4,27.70,2.07,10.01,24.3,303,20,,,80,,,,
13-Jun-23,80.3,86.4,43.4,578,34.3,1.43,12.68,54.3,36.8,23,94.90,,2.39,,1.55,,,,5.30,,132,,91.63,,,1.9,1.38,,0.52,,1.91,1.00, 1.00 ,,5%,12.1,26.7,2.21,10.36,32.9,302,50,,50,,,,,
14-Jun-23,78.5,86.9,47.5,591,35.7,6.1,13.6,56.8,33.6,8,94.80,,2.30,,1.38,,,,5.30,,132,,91.63,,,1.9,1.38,,0.52,,1.91,1.00, 1.00 ,,5%,,,,,,299,50,,50,,,,,
15-Jun-23,80.6,86.6,45.9,575,33.8,0.8,15.49,56.0,34.7,10,92.50,,2.50,,0.50,,,,5.30,,112,,91.63,,,1.85,1.34,,0.51,,1.94,1.05, 1.01 ,,5%,,,,,,297,57.5,,42.5,,,,,
16-Jun-23,80.8,86.3,42.5,565,34.5,0.1,12.53,52.8,32.78,23,95.46,,2.27,,1.38,,,,5.30,,132,,91.63,,,1.9,1.38,,0.52,,1.91,1.00, 1.00 ,,5%,13.9,31.73,2.28,10.5,27.5,303,50,,50,,,,,
17-Jun-23,80.5,86.7,42.1,561,32.6,1.9,15.68,51.2,31.45,25,94.50,,2.38,,1.51,,,,5.30,,132,,91.63,,,1.9,1.38,,0.52,,1.91,1.00, 1.00 ,,5%,12.6,27.2,2.16,9.45,32.5,305,50,,50,,,,,
18-Jun-23,80.5,86.3,42.1,561,32.6,1.8,15.6,51.2,31.45,25,95.60,,2.29,,1.43,,,,5.30,,132,,91.63,,,1.9,1.38,,0.52,,1.91,1.00, 1.00 ,,5%,12.2,29.8,2.44,9.06,25.7,305,50,,50,,,,,
19-Jun-23,80.9,86.0,42.2,555,32.7,1.1,15.49,53.4,31.26,23,95.60,,2.10,,1.30,,,,5.30,,130,,91.63,,,1.9,1.38,,0.52,,1.91,1.00, 1.00 ,,5%,11.5,23.3,2.03,10.2,29.2,300,50,,50,,,,,
20-Jun-23,80.8,86.5,41.3,552,32.2,0.2,12.49,52.6,33.8,25,92.70,,2.22,,0.90,,,,5.30,,127,,91.63,,,1.9,1.38,,0.52,,1.91,1.00, 1.00 ,,5%,13.1,24.5,1.87,10.4,32.6,302,50,,50,,,,,
21-Jun-23,80.5,85.3,41.8,559,34.4,0.8,12.76,51.3,32.8,24,93.50,,2.30,,0.96,,,,5.30,,128,,91.63,,,1.9,1.38,,0.52,,1.91,1.00, 1.00 ,,5%,12.9,27.4,2.12,8.9,32.2,294,50,,50,,,,,
22-Jun-23,80.7,86.3,43.4,572,31.0,0.7,14.37,53.2,28.1,22,94.20,,2.20,,1.10,,,,5.30,,128,,91.63,,,1.9,1.38,,0.52,,1.91,1.00, 1.00 ,,5%,14.6,27.2,1.86,9.99,28.9,296,50,,50,,,,,
23-Jun-23,81.4,85.7,41.0,553,32.7,0.4,12.3,50.2,28.3,24,91.80,,2.26,,0.68,,,,5.30,,132,,91.63,,,1.9,1.38,,0.52,,1.91,1.00, 1.00 ,,5%,,,,,,307,50,,50,,,,,
24-Jun-23,81.4,86.2,40.7,552,34.3,1.1,12.6,50.9,28.46,27,93.90,,2.20,,1.35,,,,5.30,,132,,91.63,,,1.9,1.38,,0.52,,1.91,1.00, 1.00 ,,5%,13.27,24.65,1.86,8,32,304,50,,50,,,,,
25-Jun-23,81.3,86.0,42.6,556,35.3,1.0,12.4,52.9,29.5,24,93.68,,2.25,,1.02,,,,5.30,,132,,91.63,,,1.9,1.38,,0.52,,1.91,1.00, 1.00 ,,5%,12.8,28.44,2.22,9.39,31.2,303,50,,50,,,,,
26-Jun-23,80.3,85.4,46.5,567,34.2,0.8,16.55,54.0,28.2,10,93.80,,2.20,,1.02,,,,5.30,,132,,91.65,,,1.82,1.33,,0.49,,1.95,1.07, 1.02 ,,5%,11.5,28.27,2.46,10.63,29.8,303,58,,42,,,,,
27-Jun-23,81.2,86.4,40.4,530,31.6,0.1,12.42,49.8,29.17,27,94.00,,2.40,,1.24,,,,5.30,,132,,91.73,,,1.54,1.17,,0.37,,2.07,1.34, 1.12 ,,5%,12.8,24.3,1.90,11.1,33.8,304,83,,17,,,,,
