RC,HID,STOP_DATE,STEEL_GRADE,TAPPED_WGT,TOTAL_CHARGE,DRI_CHARGE,SCRAP_CHARGE,POWER_ON_TIME,FINAL_TEMP,TOTAL_C_DRI,LOCAL_SCRAP,HOME_RETURN_SCRAP,IMPORTED_SCRAP,PIG_IRON,DRI_BRIQUETTED,FESI,FEMN,SIMN,FECR,NICKEL,FETI,FEB,FENB,FEP,FEMO,CU,FEV,NITROVAN,ELEC_ENERGY,OXYGEN,COKE_LUMP,MODULE_CARBON,COKE_POWDER,BURNT_LIME,BURNT_DOLAMITE,FLUX,C_ANALYSIS, 
294230,541861,21-JAN-2024 19.06.25,1058,155.9,190.19,153.2,36.99,45.1,1662,,22.6,14.39,,,,0,917,0,0,0,0,0,0,0,0,0,0,0,96600,5867,255,3784,0,1552,6900,0,, 
294233,541862,21-JAN-2024 20.02.05,2058,158.8,190.4,154.4,36,42.8,1632,,,36,,,,0,964,0,0,0,0,0,0,0,0,0,0,0,94000,5845,501,3535,0,1500,7000,0,, 
294235,541863,21-JAN-2024 20.56.14,5095,154,189.49,149.5,39.99,44.6,1602,,24.44,15.55,,,,0,971,0,0,0,0,0,0,0,0,0,0,0,94000,5866,235,4076,0,998,7000,0,, 
294238,541864,21-JAN-2024 22.08.05,5095,161.8,186.6,145.6,41,45.3,,,,41,,,,0,936,0,0,0,0,0,0,0,0,0,0,0,94000,5737,225,3564,0,2016,6700,0,, 
294241,541865,21-JAN-2024 23.04.25,5095,160.1,189.99,148,41.99,43.9,,,25.66,16.33,,,,0,926,0,0,0,0,0,0,0,0,0,0,0,94000,5917,601,3960,0,1500,7000,0,, 
294244,541866,22-JAN-2024 00.17.20,5095,157.5,178.5,142.5,36,46.1,1642,,22,14,,,,0,1000,0,0,0,0,0,0,0,0,0,0,0,96400,5464,499,3863,0,1501,7000,0,, 
294247,541867,22-JAN-2024 01.15.45,2010,162.7,179.3,143.3,36,45.1,1611,,22,14,,,,0,300,0,0,0,0,0,0,0,0,0,0,0,96000,5420,491,3861,0,2330,7000,0,, 
294250,541868,22-JAN-2024 02.38.12,2010,161.4,58.7,17.7,41,45.6,1649,,25.06,15.94,,,,0,300,0,0,0,0,0,0,0,0,0,0,0,91400,5195,729,2628,0,2319,7000,0,, 
294254,541869,22-JAN-2024 03.37.11,2010,163.3,179.19,143,36.19,43.9,1579,,22.12,14.07,,,,0,299,0,0,0,0,0,0,0,0,0,0,0,93400,5254,462,3320,0,1994,7000,0,, 
294257,541870,22-JAN-2024 04.29.31,2015,154.3,165.8,129.8,36,41.2,1643,,22,14,,,,0,800,0,0,0,0,0,0,0,0,0,0,0,85400,4684,314,2444,0,0,6700,0,, 
294259,541871,22-JAN-2024 05.28.21,2015,159.5,173,137,36,42.8,1605,,22,14,,,,0,798,0,0,0,0,0,0,0,0,0,0,0,88400,5001,588,2705,0,554,4000,0,, 
294262,541872,23-JAN-2024 01.40.02,2015,160,194.2,158.2,36,91.8,1629,,22,14,,,,0,1021,0,0,0,0,0,0,0,0,0,0,0,130400,4773,1222,2496,0,1164,6800,0,, 
294267,541873,23-JAN-2024 02.40.51,1030,164.3,191.8,155.8,36,49.5,,,22,14,,,,0,1007,0,0,0,0,0,0,0,0,0,0,0,103900,4824,502,2202,0,1739,6000,0,, 
294269,541874,23-JAN-2024 03.35.51,1030,160.3,180.49,137.5,42.99,44.6,1676,,26.27,16.72,,,,0,1009,0,0,0,0,0,0,0,0,0,0,0,92300,4406,671,2371,0,1740,6000,0,, 
294271,541875,23-JAN-2024 04.32.58,1030,156.4,185.79,142.8,42.99,46.3,1683,,26.27,16.72,,,,0,1007,0,0,0,0,0,0,0,0,0,0,0,91900,5312,389,3217,0,580,5300,0,, 
294274,541876,23-JAN-2024 05.33.27,1032,154.9,185.6,144.6,41,45.6,1607,,25.06,15.94,,,,0,1006,0,0,0,0,0,0,0,0,0,0,0,90900,5523,117,3244,0,1498,6000,0,, 
294277,541877,23-JAN-2024 06.50.41,1032,161.3,179.49,140.5,38.99,47.5,1605,,23.83,15.16,,,,0,1005,0,0,0,0,0,0,0,0,0,0,0,88200,5317,316,2966,0,1921,6000,0,, 
294280,541878,23-JAN-2024 07.52.50,1032,163.8,182.79,142.8,39.99,48,1668,,24.44,15.55,,,,0,1006,0,0,0,0,0,0,0,0,0,0,0,93400,5740,479,3581,0,1220,6600,0,, 
294283,541879,23-JAN-2024 09.04.57,1032,163.9,185,144,41,42.4,1631,,25.06,15.94,,,,0,1007,0,0,0,0,0,0,0,0,0,0,0,88500,5503,242,2500,0,0,6000,0,, 
294286,541880,23-JAN-2024 10.00.08,1032,163.7,180.3,144.3,36,43.1,1603,,22,14,,,,0,1008,0,0,0,0,0,0,0,0,0,0,0,89700,5553,140,2929,0,0,6000,0,, 
294290,541881,23-JAN-2024 10.54.37,1030,163.9,180.29,146.3,33.99,42.5,1529,,20.77,13.22,,,,0,1010,0,0,0,0,0,0,0,0,0,0,0,89600,5460,71,2604,0,0,6000,0,, 
294293,541882,23-JAN-2024 11.50.08,1030,162.8,182,150,32,43.3,,,19.56,12.44,,,,0,1005,0,0,0,0,0,0,0,0,0,0,0,89900,5532,142,2237,0,499,6000,0,, 
294296,541883,23-JAN-2024 12.55.57,1030,163.5,200.8,165.8,35,52.3,1635,,21.39,13.61,,,,0,1322,0,0,0,0,0,0,0,0,0,0,0,100000,6288,257,3219,0,1999,6800,0,, 
294298,541884,23-JAN-2024 13.53.03,1032,164.5,189.09,152.1,36.99,44.7,1659,,22.6,14.39,,,,0,895,0,0,0,0,0,0,0,0,0,0,0,92100,5658,744,3167,0,0,6500,0,, 
294300,541885,23-JAN-2024 14.47.28,1030,162.8,184.59,151.6,32.99,43.5,1686,,20.16,12.83,,,,0,906,0,0,0,0,0,0,0,0,0,0,0,90100,5393,343,2625,0,0,6000,0,, 
294303,541886,23-JAN-2024 15.55.08,1030,163.7,187.9,151.9,36,43.9,1655,,22,14,,,,0,305,0,0,0,0,0,0,0,0,0,0,0,89800,5757,106,3288,0,2000,6000,0,, 
294307,541887,23-JAN-2024 16.48.28,1015,161.8,185.79,148.8,36.99,41.9,1621,,22.6,14.39,,,,0,807,0,0,0,0,0,0,0,0,0,0,0,90600,5730,407,3539,0,499,6000,0,, 
294310,541888,23-JAN-2024 17.44.32,1015,158.4,186.7,151.5,35.2,43.9,1676,,21.51,13.69,,,,0,799,0,0,0,0,0,0,0,0,0,0,0,92300,5138,105,3280,0,1330,6000,0,, 
294312,541889,23-JAN-2024 18.37.16,1015,163.9,184.2,150,34.2,42.5,1690,,20.9,13.3,,,,0,799,0,0,0,0,0,0,0,0,0,0,0,90000,5557,503,3194,0,1000,6000,0,, 
294316,541890,23-JAN-2024 19.30.02,2010,162.3,183.39,149.9,33.49,42.8,1619,,20.47,13.02,,,,0,310,0,0,0,0,0,0,0,0,0,0,0,89700,5547,447,3220,0,1996,6000,0,, 
294319,541891,23-JAN-2024 20.18.06,2010,163.7,173.8,140,33.8,38.9,,,20.66,13.14,,,,0,306,0,0,0,0,0,0,0,0,0,0,0,82000,5190,210,2900,0,2016,6000,0,, 
294322,541892,23-JAN-2024 21.15.53,2010,160.1,190.29,151.3,38.99,43.5,1524,,23.83,15.16,,,,0,306,0,0,0,0,0,0,0,0,0,0,0,93000,5480,147,3254,0,1994,6500,0,, 
294325,541893,23-JAN-2024 22.07.36,2010,163,190,154,36,42.7,1638,,22,14,,,,0,310,0,0,0,0,0,0,0,0,0,0,0,90800,5712,460,3358,0,1503,6500,0,, 
294328,541894,23-JAN-2024 23.02.44,2010,163.2,190.29,157.3,32.99,44.2,,,20.16,12.83,,,,0,301,0,0,0,0,0,0,0,0,0,0,0,93100,5625,572,3186,0,1995,6500,0,, 
294331,541895,23-JAN-2024 23.54.27,1030,159.8,186.2,150.2,36,41.9,1651,,22,14,,,,0,992,0,0,0,0,0,0,0,0,0,0,0,89100,5123,0,3150,0,1996,6000,0,, 
294334,541896,24-JAN-2024 00.48.53,5040,163.7,185.29,152.3,32.99,43.7,1615,,20.16,12.83,,,,0,999,0,0,0,0,0,0,0,0,0,0,0,92400,5479,0,3394,0,1500,6000,0,, 
294337,541897,24-JAN-2024 01.45.43,5040,160.8,184.89,151.9,32.99,45.4,1571,,20.16,12.83,,,,0,997,0,0,0,0,0,0,0,0,0,0,0,93100,5565,0,3297,0,2350,6000,0,, 
294340,541898,24-JAN-2024 02.43.23,5040,161,189.5,156.3,33.2,46.7,1606,,20.29,12.91,,,,0,998,0,0,0,0,0,0,0,0,0,0,0,98800,5742,424,3884,0,2320,6000,0,, 
294345,541900,24-JAN-2024 04.47.08,5040,155,180.8,146.6,34.2,39.5,1648,,20.9,13.3,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,89000,5235,0,3276,0,756,6000,0,, 
294349,541901,24-JAN-2024 05.40.09,5040,161.5,184.19,150.9,33.29,41.8,1650,,20.34,12.95,,,,0,998,0,0,0,0,0,0,0,0,0,0,0,91000,5337,0,3177,0,0,6000,0,, 
294352,541902,24-JAN-2024 06.34.18,5040,162.8,185.89,152.9,32.99,44.6,1647,,20.16,12.83,,,,0,998,0,0,0,0,0,0,0,0,0,0,0,93900,5288,0,3564,0,0,6000,0,, 
294355,541903,24-JAN-2024 07.31.38,5040,163.1,190.09,156,34.09,44.7,1648,,20.83,13.26,,,,0,999,0,0,0,0,0,0,0,0,0,0,0,96100,5791,1220,3151,0,0,6000,0,, 
294357,541904,24-JAN-2024 08.27.53,5040,163.5,190.19,156.2,33.99,44.1,1648,,20.77,13.22,,,,0,999,0,0,0,0,0,0,0,0,0,0,0,94700,5611,468,3461,0,0,6000,0,, 
294359,541905,24-JAN-2024 09.21.49,1063,163.2,189.9,153.9,36,43.6,1659,,22,14,,,,0,1004,0,0,0,0,0,0,0,0,0,0,0,93700,4989,316,2910,0,181,6000,0,, 
294363,541906,24-JAN-2024 10.20.50,1063,163.1,186.49,149.5,36.99,46.4,1610,,22.6,14.39,,,,0,998,0,0,0,0,0,0,0,0,0,0,0,92800,5680,700,2905,0,0,5000,0,, 
294366,541907,24-JAN-2024 11.26.22,5082,163.1,185.8,149.8,36,43.1,1680,,22,14,,,,0,992,0,0,0,0,0,0,0,0,0,0,0,88200,5420,350,3062,0,0,5000,0,, 
294368,541908,24-JAN-2024 12.21.50,5082,163.4,170.79,137.8,32.99,42.6,1641,,20.16,12.83,,,,0,991,0,0,0,0,0,0,0,0,0,0,0,88900,5372,493,2737,0,1500,5000,0,, 
294373,541909,24-JAN-2024 13.19.08,5040,163.9,181.6,146.6,35,44.1,1651,,21.39,13.61,,,,0,1003,0,0,0,0,0,0,0,0,0,0,0,93300,5568,141,2998,0,0,5000,0,, 
294375,541910,24-JAN-2024 14.20.19,5040,163.4,198.68,163.4,35.28,44.8,1647,,21.6,13.68,,,,0,999,0,0,0,0,0,0,0,0,0,0,0,96500,5642,600,2911,0,1251,5000,0,, 
294379,541911,24-JAN-2024 15.06.04,5082,161.3,164.1,129.1,35,36.1,1660,,21.39,13.61,,,,0,1007,0,0,0,0,0,0,0,0,0,0,0,77000,4684,259,2284,0,0,5000,0,, 
294382,541912,24-JAN-2024 16.03.18,5040,163.2,200.5,164.5,36,45.1,1678,,22,14,,,,0,987,0,0,0,0,0,0,0,0,0,0,0,96100,5750,241,3398,0,0,5000,0,, 
294384,541913,24-JAN-2024 17.05.39,5040,165.9,201.29,165,36.29,45.3,1657,,22.18,14.11,,,,0,1006,0,0,0,0,0,0,0,0,0,0,0,94400,6163,795,3244,0,1500,4800,0,, 
294388,541914,24-JAN-2024 17.59.29,5040,162.3,185.1,150.1,35,41.4,1629,,21.39,13.61,,,,0,1006,0,0,0,0,0,0,0,0,0,0,0,90000,5751,703,3307,0,1500,5000,0,, 
294391,541915,24-JAN-2024 18.53.39,5095,161.5,101.9,66.3,35.6,41.6,1542,,21.76,13.84,,,,0,994,0,0,0,0,0,0,0,0,0,0,0,87600,5396,769,3196,0,1500,5000,0,, 
294394,541916,24-JAN-2024 19.44.24,2010,160.9,99.59,64.2,35.39,42.4,1588,,21.63,13.76,,,,0,305,0,0,0,0,0,0,0,0,0,0,0,88400,5022,687,2825,0,1500,5000,0,, 
294397,541917,24-JAN-2024 20.33.18,2010,158.9,175.8,139.8,36,39.8,1632,,22,14,,,,0,302,0,0,0,0,0,0,0,0,0,0,0,87000,5240,700,2982,0,1500,6900,0,, 
294400,541918,24-JAN-2024 21.26.36,2010,157.7,179.29,145.3,33.99,43.2,1608,,20.77,13.22,,,,0,305,0,0,0,0,0,0,0,0,0,0,0,89600,5458,461,3055,0,1002,6700,0,, 
294402,541919,24-JAN-2024 22.16.15,2010,159.5,177.1,142.1,35,40.9,1643,,21.39,13.61,,,,0,303,0,0,0,0,0,0,0,0,0,0,0,88100,5291,767,2954,0,1498,5800,0,, 
294405,541920,24-JAN-2024 23.09.20,2010,159.7,182.49,145.5,36.99,40.4,1651,,22.6,14.39,,,,0,302,0,0,0,0,0,0,0,0,0,0,0,88100,5474,462,2851,0,1002,5900,0,, 
294407,541921,25-JAN-2024 00.14.39,2010,161.6,186.79,149.8,36.99,43.4,1645,,22.6,14.39,,,,0,299,0,0,0,0,0,0,0,0,0,0,0,92500,5273,170,3587,0,500,5000,0,, 
294409,541922,25-JAN-2024 01.10.05,2010,164.8,106.79,66.8,39.99,43.1,1645,,24.44,15.55,,,,0,1001,0,0,0,0,0,0,0,0,0,0,0,87600,4930,103,3533,0,1000,5000,0,, 
294412,541923,25-JAN-2024 02.13.39,2010,161.3,168.9,129.7,39.2,45.2,1639,,23.96,15.24,,,,0,998,0,0,0,0,0,0,0,0,0,0,0,91000,5229,0,3912,0,1500,5000,0,, 
294415,541924,25-JAN-2024 03.28.34,2010,158.7,197.39,156.2,41.19,46.1,1672,,25.17,16.02,,,,0,244,0,0,0,0,0,0,0,0,0,0,0,93800,5452,0,3958,0,1500,5000,0,, 
294418,541925,25-JAN-2024 04.20.05,2030,160.9,180.29,148,32.29,41.4,1650,,19.73,12.56,,,,0,998,0,0,0,0,0,0,0,0,0,0,0,87300,5132,258,2739,0,1108,5000,0,, 
294421,541926,25-JAN-2024 05.14.36,2030,163.6,183.69,146.5,37.19,42.4,1649,,22.73,14.46,,,,0,1007,0,0,0,0,0,0,0,0,0,0,0,89200,5171,242,3190,0,554,5000,0,, 
294424,541927,25-JAN-2024 06.10.04,2030,158.2,181.49,147.4,34.09,43.7,1643,,20.83,13.26,,,,0,1007,0,0,0,0,0,0,0,0,0,0,0,91000,5415,0,2940,0,190,5000,0,, 
294427,541928,25-JAN-2024 07.05.49,1014,160.5,196.4,161.2,35.2,43.8,1660,,21.51,13.69,,,,0,300,0,0,0,0,0,0,0,0,0,0,0,92500,5501,96,3290,0,0,5200,0,, 
294429,541929,25-JAN-2024 08.03.56,1014,162.8,203.79,166.3,37.49,45.8,1638,,22.91,14.58,,,,0,306,0,0,0,0,0,0,0,0,0,0,0,95500,6059,927,3227,0,3,5000,0,, 
294433,541930,25-JAN-2024 08.55.36,1014,160.6,185.89,164.9,20.99,41.6,1662,,12.83,8.16,,,,0,308,0,0,0,0,0,0,0,0,0,0,0,91000,5444,409,3312,0,0,5000,0,, 
294435,541931,25-JAN-2024 09.59.25,1014,164.2,169.59,145.6,23.99,50.1,1605,,14.66,9.33,,,,0,309,0,0,0,0,0,0,0,0,0,0,0,104000,6307,565,3679,0,1500,5000,0,, 
294437,541932,25-JAN-2024 11.54.36,1014,163.1,179.39,155.4,23.99,45.1,,,14.66,9.33,,,,0,307,0,0,0,0,0,0,0,0,0,0,0,91300,5677,316,2994,0,1500,5000,0,, 
294442,541933,25-JAN-2024 13.02.12,1010,158,180.39,143.4,36.99,44.4,1629,,22.6,14.39,,,,0,300,0,0,0,0,0,0,0,0,0,0,0,85500,5573,0,2955,0,1330,5400,0,, 
294445,541934,25-JAN-2024 14.13.21,1010,162.8,168.8,132.8,36,42.1,1655,,22,14,,,,0,989,0,0,0,0,0,0,0,0,0,0,0,81700,4975,571,2366,0,1500,5200,0,, 
294449,541935,25-JAN-2024 15.03.42,1032,162.3,3146.99,3108,38.99,40.3,1640,,23.83,15.16,,,,0,988,0,0,0,0,0,0,0,0,0,0,0,85200,4743,0,2560,0,0,5000,0,, 
294451,541936,25-JAN-2024 16.00.36,1032,157.2,202,166,36,46.6,1651,,22,14,,,,0,998,0,0,0,0,0,0,0,0,0,0,0,100000,5966,171,3750,0,1503,6000,0,, 
294454,541937,25-JAN-2024 16.57.31,1032,161.3,200.5,166.3,34.2,44,1693,,20.9,13.3,,,,0,996,0,0,0,0,0,0,0,0,0,0,0,94000,6231,375,3469,0,2017,6300,0,, 
294457,541938,25-JAN-2024 17.52.14,1032,160.4,260.89,227.9,32.99,42.1,1687,,20.16,12.83,,,,0,991,0,0,0,0,0,0,0,0,0,0,0,92000,5674,502,3179,0,1500,5000,0,, 
294460,541939,25-JAN-2024 18.44.50,1030,162.8,185.3,150.3,35,41.2,1671,,21.39,13.61,,,,0,1000,0,0,0,0,0,0,0,0,0,0,0,87100,5603,0,2949,0,501,5000,0,, 
294462,541940,25-JAN-2024 19.41.36,1063,161,185.7,149.7,36,40.3,1666,,22,14,,,,0,1000,0,0,0,0,0,0,0,0,0,0,0,86000,5311,0,2676,0,1512,5000,0,, 
294466,541941,25-JAN-2024 20.53.31,5082,156.1,200.59,167.6,32.99,45.8,1672,,20.16,12.83,,,,0,994,0,0,0,0,0,0,0,0,0,0,0,96700,6101,304,4046,0,1500,5000,0,, 
294468,541942,25-JAN-2024 22.29.05,5040,163.1,187.39,150.4,36.99,48.8,1577,,22.6,14.39,,,,0,995,0,0,0,0,0,0,0,0,0,0,0,96000,5386,172,3398,0,1002,5000,0,, 
294472,541943,25-JAN-2024 23.40.55,5040,164.8,196.7,160.7,36,46.8,1624,,22,14,,,,0,1005,0,0,0,0,0,0,0,0,0,0,0,95500,5604,172,3095,0,1002,5300,0,, 
294475,541944,26-JAN-2024 00.47.15,5040,159.9,185.09,152.1,32.99,43.9,1661,,20.16,12.83,,,,0,1000,0,0,0,0,0,0,0,0,0,0,0,91000,5543,0,3120,0,1108,5200,0,, 
294478,541945,26-JAN-2024 01.54.15,5040,156.3,185.19,151.1,34.09,45.7,1686,,20.83,13.26,,,,0,1009,0,0,0,0,0,0,0,0,0,0,0,93800,5029,0,3452,0,0,5000,0,, 
294481,541946,26-JAN-2024 02.51.42,2030,162.7,185.29,150.2,35.09,44.4,1634,,21.44,13.65,,,,0,995,0,0,0,0,0,0,0,0,0,0,0,91000,5120,0,3094,0,500,5000,0,, 
294484,541947,26-JAN-2024 03.44.42,2030,160.8,165.09,132.9,32.19,39.6,1669,,19.67,12.52,,,,0,1008,0,0,0,0,0,0,0,0,0,0,0,82000,4502,517,3198,0,500,5000,0,, 
294487,541948,26-JAN-2024 05.09.36,2030,156.2,190.4,157.2,33.2,46.1,,,20.29,12.91,,,,0,1006,0,0,0,0,0,0,0,0,0,0,0,97000,5022,353,3331,0,1108,5000,0,, 
294490,541949,26-JAN-2024 06.04.31,2030,159.5,180.19,144.9,35.29,42.4,,,21.57,13.72,,,,0,999,0,0,0,0,0,0,0,0,0,0,0,87500,5462,0,2949,0,1362,5000,0,, 
294492,541950,26-JAN-2024 07.10.57,1030,160.7,179.83,143.7,36.13,42.1,,,22.08,14.05,,,,0,1001,0,0,0,0,0,0,0,0,0,0,0,88400,5130,0,3081,0,663,5000,0,, 
294495,541951,26-JAN-2024 08.04.17,2030,163.5,189.9,157.9,32,42.9,,,19.56,12.44,,,,0,996,0,0,0,0,0,0,0,0,0,0,0,92000,5428,256,2807,0,2,5500,0,, 
294498,541952,26-JAN-2024 08.57.47,2030,161.7,185.2,153.2,32,40.6,,,19.56,12.44,,,,0,1000,0,0,0,0,0,0,0,0,0,0,0,88400,5073,0,3144,0,0,5000,0,, 
294502,541953,26-JAN-2024 09.49.17,1030,164.8,189.2,153.2,36,41.3,1637,,22,14,,,,0,1000,0,0,0,0,0,0,0,0,0,0,0,89700,5148,0,3138,0,0,5000,0,, 
294505,541954,26-JAN-2024 10.38.57,1030,163.9,104.19,71.2,32.99,39.5,1661,,20.16,12.83,,,,0,1000,0,0,0,0,0,0,0,0,0,0,0,86500,5094,0,2664,0,0,5000,0,, 
294508,541955,26-JAN-2024 11.36.36,1030,164,103.99,71,32.99,45.3,1638,,20.16,12.83,,,,0,988,0,0,0,0,0,0,0,0,0,0,0,92400,5618,106,3257,0,1500,5000,0,, 
294511,541956,26-JAN-2024 12.25.47,1030,162,184.19,150.2,33.99,40.8,1602,,20.77,13.22,,,,0,1002,0,0,0,0,0,0,0,0,0,0,0,87900,5264,130,2748,0,0,5000,0,, 
294514,541957,26-JAN-2024 13.19.30,1030,163.9,104.89,70.9,33.99,41.5,,,20.77,13.22,,,,0,807,0,0,0,0,0,0,0,0,0,0,0,86100,4376,129,2120,0,998,5500,0,, 
294516,541958,26-JAN-2024 14.10.10,1030,163.4,175.3,140.3,35,40,1638,,21.39,13.61,,,,0,788,0,0,0,0,0,0,0,0,0,0,0,83500,5121,282,2090,0,1663,5500,0,, 
294519,541959,26-JAN-2024 14.59.47,1015,164.3,189.4,154.4,35,41.9,1631,,21.39,13.61,,,,0,801,0,0,0,0,0,0,0,0,0,0,0,91500,5251,412,3128,0,1662,5500,0,, 
294522,541960,26-JAN-2024 15.55.32,1015,160.7,181.4,145.4,36,42.4,1543,,22,14,,,,0,800,0,0,0,0,0,0,0,0,0,0,0,89900,5042,0,2869,0,1996,5500,0,, 
294525,541961,26-JAN-2024 16.51.40,1015,165.7,181.69,147.7,33.99,44.3,1610,,20.77,13.22,,,,0,794,0,0,0,0,0,0,0,0,0,0,0,89000,5330,239,3240,0,0,5500,0,, 
294528,541962,26-JAN-2024 18.44.40,6095,163,194.72,160.5,34.22,49.6,1634,,20.91,13.31,,,,0,1014,0,0,0,0,0,0,0,0,0,0,0,98000,5482,520,2754,0,2745,5000,0,, 
294533,541963,26-JAN-2024 19.43.48,6095,161.3,191,156,35,46.4,1640,,21.39,13.61,,,,0,1001,0,0,0,0,0,0,0,0,0,0,0,94400,5368,387,2810,0,1000,5000,0,, 
294535,541964,26-JAN-2024 22.06.42,6095,158.4,185.59,151.6,33.99,51,1638,,20.77,13.22,,,,0,999,0,0,0,0,0,0,0,0,0,0,0,93000,5633,429,2856,0,2498,5000,0,, 
294537,541965,26-JAN-2024 23.19.57,6095,158,194.59,159.1,35.49,45,1657,,21.69,13.8,,,,0,998,0,0,0,0,0,0,0,0,0,0,0,93200,5283,258,2699,0,1500,5000,0,, 
294539,541966,27-JAN-2024 00.15.27,5095,161.1,185.89,149.7,36.19,43.8,1618,,22.12,14.07,,,,0,998,0,0,0,0,0,0,0,0,0,0,0,89000,4723,170,2094,0,1499,4900,0,, 
294543,541967,27-JAN-2024 01.09.12,5095,161.8,198.8,166.8,32,43.4,1624,,19.56,12.44,,,,0,999,0,0,0,0,0,0,0,0,0,0,0,93000,5446,918,2521,0,754,5500,0,, 
294545,541968,27-JAN-2024 02.10.34,5095,159.9,182.69,150.6,32.09,44.9,1659,,19.61,12.48,,,,0,998,0,0,0,0,0,0,0,0,0,0,0,90000,5529,97,2814,0,0,5000,0,, 
294549,541969,27-JAN-2024 03.18.04,6098,156.1,190.39,153.4,36.99,45.3,1662,,22.6,14.39,,,,0,999,0,0,0,0,0,0,0,0,0,0,0,92200,5470,129,2863,0,3,5200,0,, 
294552,541970,27-JAN-2024 04.17.56,5082,164,186.3,150.3,36,43.7,1642,,22,14,,,,0,1002,0,0,0,0,0,0,0,0,0,0,0,92000,5216,0,3167,0,7,5500,0,, 
294555,541971,27-JAN-2024 05.22.27,5082,158.1,168.9,132.9,36,47.2,1649,,22,14,,,,0,999,0,0,0,0,0,0,0,0,0,0,0,95100,5241,0,3804,0,0,5500,0,, 
294558,541972,27-JAN-2024 06.10.44,5082,163,168.7,132.7,36,39.2,1640,,22,14,,,,0,998,0,0,0,0,0,0,0,0,0,0,0,81500,4504,0,2750,0,0,5500,0,, 
294561,541973,27-JAN-2024 07.08.24,5082,157,173.59,133.6,39.99,43,1602,,24.44,15.55,,,,0,998,0,0,0,0,0,0,0,0,0,0,0,85000,5107,0,3163,0,0,5600,0,, 
294564,541974,27-JAN-2024 08.06.18,5082,164.5,190,158,32,46.2,1642,,19.56,12.44,,,,0,999,0,0,0,0,0,0,0,0,0,0,0,97100,5550,825,3033,0,719,6000,0,, 
294566,541975,27-JAN-2024 09.04.38,5082,163.3,191,156,35,42.4,1650,,21.39,13.61,,,,0,999,0,0,0,0,0,0,0,0,0,0,0,92100,5677,701,3415,0,5,6000,0,, 
294568,541976,27-JAN-2024 09.59.17,5082,163.4,184.6,149.6,35,44,1623,,21.39,13.61,,,,0,998,0,0,0,0,0,0,0,0,0,0,0,92900,5416,351,2941,0,1500,5500,0,, 
294573,541977,27-JAN-2024 10.52.33,5082,163.5,103,71,32,43.2,1649,,19.56,12.44,,,,0,1001,0,0,0,0,0,0,0,0,0,0,0,93800,5586,884,2856,0,2000,5500,0,, 
294576,541978,27-JAN-2024 11.53.58,2030,163.8,185.89,147.9,37.99,42.4,1657,,23.22,14.77,,,,0,899,0,0,0,0,0,0,0,0,0,0,0,92400,5545,626,2887,0,0,5500,0,, 
294580,541979,27-JAN-2024 12.44.54,1032,163.3,185.6,149.6,36,40.7,1650,,22,14,,,,0,906,0,0,0,0,0,0,0,0,0,0,0,87500,5289,344,2712,0,1500,5500,0,, 
294583,541980,27-JAN-2024 13.43.33,1032,163.4,190.99,160,30.99,44.4,1642,,18.94,12.05,,,,0,899,0,0,0,0,0,0,0,0,0,0,0,95300,5762,1328,3008,0,2000,5500,0,, 
294585,541981,27-JAN-2024 14.35.54,1032,163.6,182.69,149.7,32.99,41.4,1658,,20.16,12.83,,,,0,892,0,0,0,0,0,0,0,0,0,0,0,87900,5236,172,2789,0,1500,5500,0,, 
294588,541982,27-JAN-2024 15.31.44,1032,157.8,190.1,155.1,35,43.9,1677,,21.39,13.61,,,,0,899,0,0,0,0,0,0,0,0,0,0,0,94100,5342,247,3315,0,998,5500,0,, 
294591,541983,27-JAN-2024 16.24.54,1032,160.2,191,155,36,42.5,1668,,22,14,,,,0,900,0,0,0,0,0,0,0,0,0,0,0,93500,5210,521,2724,0,1758,5500,0,, 
294594,541984,27-JAN-2024 17.15.04,1032,157.9,184.69,151.7,32.99,41.2,1610,,20.16,12.83,,,,0,900,0,0,0,0,0,0,0,0,0,0,0,89100,4656,132,2512,0,997,5500,0,, 
294597,541985,27-JAN-2024 18.09.38,1032,160.1,183.9,151.9,32,43.5,1621,,19.56,12.44,,,,0,899,0,0,0,0,0,0,0,0,0,0,0,92000,4972,128,2574,0,1996,5500,0,, 
294601,541986,27-JAN-2024 19.01.59,1015,159.9,186.59,149.6,36.99,41.8,1629,,22.6,14.39,,,,0,799,0,0,0,0,0,0,0,0,0,0,0,91600,5082,254,2743,0,1996,5500,0,, 
294603,541987,27-JAN-2024 19.54.18,1015,161.2,185.19,152.2,32.99,43.7,1612,,20.16,12.83,,,,0,800,0,0,0,0,0,0,0,0,0,0,0,94600,5048,512,3331,0,2618,5500,0,, 
294606,541988,27-JAN-2024 20.52.09,2015,159,186.09,151,35.09,44.6,1602,,21.44,13.65,,,,0,791,0,0,0,0,0,0,0,0,0,0,0,94500,4937,630,2945,0,2076,5500,0,, 
294610,541989,27-JAN-2024 21.43.20,2015,159.4,172.79,139.3,33.49,42.2,1611,,20.47,13.02,,,,0,800,0,0,0,0,0,0,0,0,0,0,0,88800,4752,743,2515,0,1996,6400,0,, 
