RC,HID,STOP_DATE,STEEL_GRADE,TAPPED_WGT,TOTAL_CHARGE,DRI_CHARGE,SCRAP_CHARGE,POWER_ON_TIME,FINAL_TEMP,TOTAL_C_DRI,LOCAL_SCRAP,HOME_RETURN_SCRAP,IMPORTED_SCRAP,PIG_IRON,DRI_BRIQUETTED,FESI,FEMN,SIMN,FECR,NICKEL,FETI,FEB,FENB,FEP,FEMO,CU,FEV,NITROVAN,ELEC_ENERGY,OXYGEN,COKE_LUMP,MODULE_CARBON,COKE_POWDER,BURNT_LIME,BURNT_DOLAMITE,FLUX,C_ANALYSIS, 
272930,534830,05-MAR-2023 06.55.48,1010,159.4,185.9,149.9,36,42.9,1641,,22,14,,,,0,255,0,0,0,0,0,0,0,0,0,0,0,86100,5298,0,2761,0,0,4100,0,, 
272933,534831,05-MAR-2023 07.51.24,1010,163,188.3,152.3,36,42.7,1632,,22,14,,,,0,255,0,0,0,0,0,0,0,0,0,0,0,92000,5063,0,3567,0,64,6000,0,, 
272936,534832,05-MAR-2023 08.46.08,2010,160,191.1,155.1,36,42.1,1656,,22,14,,,,0,300,0,0,0,0,0,0,0,0,0,0,0,92500,5396,0,2979,0,0,4000,0,, 
272939,534833,05-MAR-2023 09.34.30,2010,150.3,184.59,159.6,24.99,39.4,1676,,15.27,9.72,,,,0,300,0,0,0,0,0,0,0,0,0,0,0,87700,5182,0,2549,0,0,4000,0,, 
272942,534834,05-MAR-2023 10.23.50,2010,162.8,186.2,160,26.2,40.2,1625,,16.01,10.19,,,,0,300,0,0,0,0,0,0,0,0,0,0,0,88200,5096,0,3211,0,0,4000,0,, 
272944,534835,05-MAR-2023 11.17.25,2010,162.2,204.6,177.6,27,46,1611,,,27,,,,0,300,0,0,0,0,0,0,0,0,0,0,0,101000,5653,0,3142,0,0,4400,0,, 
272951,534837,05-MAR-2023 12.51.25,1032,163.6,180.6,146.4,34.2,40.1,1665,,20.9,13.3,,,,0,899,0,0,0,0,0,0,0,0,0,0,0,86400,5030,0,2844,0,1000,4000,0,, 
272953,534838,05-MAR-2023 13.39.48,1032,163.5,185.49,150.4,35.09,40,1671,,21.44,13.65,,,,0,900,0,0,0,0,0,0,0,0,0,0,0,85900,4923,0,2287,0,0,4000,0,, 
272956,534839,05-MAR-2023 14.27.09,1015,164,203.8,165.9,37.9,41.5,1611,,23.16,14.74,,,,0,800,0,0,0,0,0,0,0,0,0,0,0,90700,5211,0,2722,0,554,4000,0,, 
272959,534840,05-MAR-2023 15.17.24,1015,164.2,186.9,153.7,33.2,40.1,1653,,20.29,12.91,,,,0,800,0,0,0,0,0,0,0,0,0,0,0,87100,5160,0,2619,0,554,4700,0,, 
272962,534841,05-MAR-2023 16.24.54,1015,161.7,224.5,188.5,36,49.1,1660,,22,14,,,,0,900,0,0,0,0,0,0,0,0,0,0,0,103400,6400,117,3755,0,2000,4400,0,, 
272966,534842,05-MAR-2023 17.13.50,1032,160.7,189.89,155.9,33.99,40.5,1672,,20.77,13.22,,,,0,900,0,0,0,0,0,0,0,0,0,0,0,87000,5094,90,2907,0,2000,4000,0,, 
272969,534843,05-MAR-2023 18.03.34,1032,162.1,162.4,126.4,36,37.2,1661,,22,14,,,,0,900,0,0,0,0,0,0,0,0,0,0,0,77600,4976,0,3103,0,1500,4000,0,, 
272972,534844,05-MAR-2023 19.22.49,1032,164.4,201.4,165.4,36,48.8,1714,,22,14,,,,0,899,0,0,0,0,0,0,0,0,0,0,0,100500,5954,403,2747,0,2000,4300,0,, 
272974,534845,05-MAR-2023 20.32.59,1032,161.5,202.3,166.3,36,46.1,1691,,22,14,,,,0,900,0,0,0,0,0,0,0,0,0,0,0,96800,5820,0,3234,0,2003,4000,0,, 
272977,534846,05-MAR-2023 21.36.05,1032,162.7,189.09,150.1,38.99,45.5,1648,,23.83,15.16,,,,0,900,0,0,0,0,0,0,0,0,0,0,0,88000,5440,123,2926,0,1999,4300,0,, 
272981,534847,05-MAR-2023 22.23.32,1058,160.3,190.99,154,36.99,38.3,1640,,22.6,14.39,,,,0,1000,0,0,0,0,0,0,0,0,0,0,0,83300,5209,123,2193,0,1999,4300,0,, 
272984,534848,05-MAR-2023 23.08.46,1058,164.3,190,154,36,37.6,1651,,22,14,,,,0,999,0,0,0,0,0,0,0,0,0,0,0,80300,4942,0,3012,0,2000,4000,0,, 
272986,534849,06-MAR-2023 00.24.30,1058,161.8,189.68,154.4,35.28,45,1666,,21.6,13.68,,,,0,1000,0,0,0,0,0,0,0,0,0,0,0,88700,5845,0,2675,0,1000,4500,0,, 
272990,534850,06-MAR-2023 01.15.22,1058,161.7,191.99,163.7,28.29,40.5,1652,,17.29,11,,,,0,1000,0,0,0,0,0,0,0,0,0,0,0,89900,5508,0,2867,0,1497,4500,0,, 
272992,534851,06-MAR-2023 02.06.25,1058,159.9,188.59,151.3,37.29,39.2,1650,,22.79,14.5,,,,0,1000,0,0,0,0,0,0,0,0,0,0,0,85300,5226,0,3215,0,1500,4000,0,, 
272996,534852,06-MAR-2023 02.57.31,1010,162.4,188.1,149.5,38.6,39.9,1673,,23.59,15.01,,,,0,300,0,0,0,0,0,0,0,0,0,0,0,84800,5357,0,2664,0,1000,4000,0,, 
272999,534853,06-MAR-2023 03.57.21,1010,158.4,188.4,150.6,37.8,42,1627,,23.1,14.7,,,,0,300,0,0,0,0,0,0,0,0,0,0,0,88400,5415,0,2662,0,1503,4100,0,, 
273002,534854,06-MAR-2023 04.59.42,1010,161,191.1,151.9,39.2,42,1649,,23.96,15.24,,,,0,300,0,0,0,0,0,0,0,0,0,0,0,88600,5222,0,2714,0,2004,4100,0,, 
273005,534855,06-MAR-2023 05.53.14,1010,164.6,198.69,160.5,38.19,41.5,1667,,23.34,14.85,,,,0,299,0,0,0,0,0,0,0,0,0,0,0,91800,5650,231,3003,0,1500,4000,0,, 
273009,534856,06-MAR-2023 06.48.25,1010,161.1,199.59,163.1,36.49,42.1,1653,,22.3,14.19,,,,0,300,0,0,0,0,0,0,0,0,0,0,0,92800,5707,125,3372,0,1497,4000,0,, 
273012,534857,06-MAR-2023 07.46.05,5071,164,210,174,36,43.9,1679,,22,14,,,,0,1000,0,0,0,0,0,0,0,0,0,0,0,96800,6027,304,2972,0,2000,4000,0,, 
273015,534858,06-MAR-2023 08.41.44,5071,158.5,220.89,187.9,32.99,46,1652,,20.16,12.83,,,,0,1000,0,0,0,0,0,0,0,0,0,0,0,101500,5964,0,2913,0,554,4000,0,, 
273018,534859,06-MAR-2023 09.34.25,5071,160,184.99,148,36.99,40.8,1684,,22.6,14.39,,,,0,1000,0,0,0,0,0,0,0,0,0,0,0,88000,5239,0,2860,0,2000,4000,0,, 
273020,534860,06-MAR-2023 10.24.32,1011,161.8,192.69,152.7,39.99,44.3,1623,,24.44,15.55,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,94100,5112,0,2694,0,1054,4300,0,, 
273023,534861,06-MAR-2023 11.12.10,1011,160.6,191.6,155.6,36,40.5,1674,,22,14,,,,0,300,0,0,0,0,0,0,0,0,0,0,0,86500,5340,0,2561,0,2000,4000,0,, 
273029,534863,06-MAR-2023 13.00.31,1011,167.1,190.5,154.5,36,42.1,1639,,22,14,,,,0,300,0,0,0,0,0,0,0,0,0,0,0,89100,5095,0,2668,0,2000,4300,0,, 
273031,534864,06-MAR-2023 13.51.46,1011,163.1,180.5,144.5,36,41.7,1614,,22,14,,,,0,300,0,0,0,0,0,0,0,0,0,0,0,86000,4866,0,2467,0,1503,4000,0,, 
273034,534865,06-MAR-2023 14.54.17,1011,168.9,184.99,147,37.99,40.4,1628,,23.22,14.77,,,,0,300,0,0,0,0,0,0,0,0,0,0,0,84000,5149,0,2395,0,2000,4000,0,, 
273038,534866,06-MAR-2023 15.49.56,1011,161.3,195.7,160.1,35.6,44.3,1639,,21.76,13.84,,,,0,800,0,0,0,0,0,0,0,0,0,0,0,93000,5789,0,3505,0,2000,4000,0,, 
273040,534867,06-MAR-2023 16.40.46,1015,163.3,200.6,164.6,36,42.1,1664,,22,14,,,,0,799,0,0,0,0,0,0,0,0,0,0,0,91000,5464,0,3134,0,2000,4000,0,, 
273044,534868,06-MAR-2023 17.32.01,1015,161,189,154,35,41.8,1651,,21.39,13.61,,,,0,800,0,0,0,0,0,0,0,0,0,0,0,90000,5340,0,2653,0,2000,4000,0,, 
273047,534869,06-MAR-2023 18.22.37,1015,157.8,190,155,35,41.6,1680,,21.39,13.61,,,,0,800,0,0,0,0,0,0,0,0,0,0,0,89600,5439,0,3300,0,2000,4000,0,, 
273050,534870,06-MAR-2023 19.22.01,1015,162,190.38,155.1,35.28,42.7,1649,,21.6,13.68,,,,0,799,0,0,0,0,0,0,0,0,0,0,0,89200,5725,0,3012,0,2000,4500,0,, 
273053,534871,06-MAR-2023 20.09.37,1015,163.6,190.6,154.6,36,39.6,1647,,22,14,,,,0,800,0,0,0,0,0,0,0,0,0,0,0,85000,5355,0,2782,0,1999,4000,0,, 
273055,534872,06-MAR-2023 21.03.11,1015,162.4,189.69,149.7,39.99,43,1659,,24.44,15.55,,,,0,800,0,0,0,0,0,0,0,0,0,0,0,89700,5215,0,3108,0,1500,4000,0,, 
273059,534873,06-MAR-2023 21.56.41,1032,164.9,186.4,150.4,36,41.1,1663,,22,14,,,,0,900,0,0,0,0,0,0,0,0,0,0,0,88200,5239,0,3038,0,2000,4100,0,, 
273062,534874,06-MAR-2023 22.53.46,1032,163.2,205.7,169.7,36,44.9,1663,,22,14,,,,0,800,0,0,0,0,0,0,0,0,0,0,0,93800,5294,0,2322,0,2000,4000,0,, 
273064,534875,06-MAR-2023 23.53.10,1015,161.4,199.39,161.4,37.99,45,1671,,23.22,14.77,,,,0,800,0,0,0,0,0,0,0,0,0,0,0,95900,5530,123,2619,0,1497,4000,0,, 
273067,534876,07-MAR-2023 02.49.53,1015,161.9,196.6,161.4,35.2,49.2,1658,,21.51,13.69,,,,0,251,0,0,0,0,0,0,0,0,0,0,0,96400,5505,123,3384,0,2002,4100,0,, 
273071,534877,07-MAR-2023 03.48.58,1015,160.9,187.49,150.3,37.19,40.1,1671,,22.73,14.46,,,,0,300,0,0,0,0,0,0,0,0,0,0,0,81500,5505,168,3217,0,2002,4100,0,, 
273074,534878,07-MAR-2023 04.52.57,2010,159.2,171.29,132.9,38.39,39.8,1652,,23.46,14.93,,,,0,300,0,0,0,0,0,0,0,0,0,0,0,75900,5095,162,3642,0,0,0,0,, 
273081,534879,08-MAR-2023 00.35.11,2030,158.3,205.59,168.4,37.19,119,1670,,22.73,14.46,,,,0,999,0,0,0,0,0,0,0,0,0,0,0,135400,4449,412,2692,0,2216,5000,0,, 
273083,534880,08-MAR-2023 01.39.12,2030,159.2,196.19,154.9,41.29,45.7,1684,,25.23,16.06,,,,0,999,0,0,0,0,0,0,0,0,0,0,0,93300,4963,0,2742,0,1108,4000,0,, 
273085,534881,08-MAR-2023 02.41.28,1030,160.7,199.09,156.8,42.29,44.5,1681,,25.84,16.45,,,,0,999,0,0,0,0,0,0,0,0,0,0,0,91900,4748,0,2294,0,1499,4000,0,, 
273087,534882,08-MAR-2023 03.35.08,1030,159.2,195.69,155.5,40.19,43.8,1683,,24.56,15.63,,,,0,999,0,0,0,0,0,0,0,0,0,0,0,90500,4729,0,2034,0,1500,4000,0,, 
273090,534883,08-MAR-2023 04.25.27,1032,157.2,186.79,145.6,41.19,39.7,1674,,25.17,16.02,,,,0,999,0,0,0,0,0,0,0,0,0,0,0,83400,4979,0,2494,0,1498,4000,0,, 
273092,534884,08-MAR-2023 05.15.07,1015,158.5,182.89,145.6,37.29,39.8,1665,,22.79,14.5,,,,0,800,0,0,0,0,0,0,0,0,0,0,0,84400,5001,0,2202,0,1500,4000,0,, 
273096,534885,08-MAR-2023 06.09.42,5095,155.9,190.3,155.3,35,41.1,1715,,21.39,13.61,,,,0,999,0,0,0,0,0,0,0,0,0,0,0,88000,5318,0,2463,0,2000,4000,0,, 
273099,534886,08-MAR-2023 07.03.59,5095,157.1,200.7,160.4,40.3,43,1639,,24.63,15.67,,,,0,999,0,0,0,0,0,0,0,0,0,0,0,90900,5350,0,2810,0,1498,4000,0,, 
273102,534887,08-MAR-2023 08.00.37,5095,161.2,200,165,35,42,1659,,21.39,13.61,,,,0,999,0,0,0,0,0,0,0,0,0,0,0,90600,5628,0,2912,0,1999,4000,0,, 
273105,534888,08-MAR-2023 08.53.58,5095,163.1,189.69,156.7,32.99,40.1,1696,,20.16,12.83,,,,0,998,0,0,0,0,0,0,0,0,0,0,0,86500,5046,0,2188,0,1000,4000,0,, 
273109,534889,08-MAR-2023 09.46.57,5095,164.1,190.29,153.1,37.19,39.7,1682,,22.73,14.46,,,,0,999,0,0,0,0,0,0,0,0,0,0,0,87700,5071,0,2094,0,2000,4200,0,, 
273111,534890,08-MAR-2023 10.38.33,5095,160.9,194.99,161,33.99,40.3,1633,,20.77,13.22,,,,0,998,0,0,0,0,0,0,0,0,0,0,0,88800,5192,0,2306,0,1503,4000,0,, 
273114,534891,08-MAR-2023 11.28.28,5095,161.5,190.19,154,36.19,40,1615,,22.12,14.07,,,,0,999,0,0,0,0,0,0,0,0,0,0,0,86800,4773,0,2168,0,2004,4000,0,, 
273121,534893,08-MAR-2023 13.19.31,5095,162.4,198.39,160.4,37.99,42.7,1613,,23.22,14.77,,,,0,999,0,0,0,0,0,0,0,0,0,0,0,92200,5283,0,2901,0,1999,3900,0,, 
273124,534894,08-MAR-2023 14.10.07,8061,160.1,189.2,154.2,35,41.5,1606,,21.39,13.61,,,,0,999,0,0,0,0,0,0,0,0,0,0,0,89400,4813,0,2526,0,1000,4000,0,, 
273127,534895,08-MAR-2023 15.04.37,5071,160,192.8,158.6,34.2,42.3,1663,,20.9,13.3,,,,0,999,0,0,0,0,0,0,0,0,0,0,0,90100,5291,0,2878,0,1749,4000,0,, 
273130,534896,08-MAR-2023 15.58.28,5071,161.9,194.6,158.6,36,41.2,1636,,22,14,,,,0,999,0,0,0,0,0,0,0,0,0,0,0,84000,5456,0,2805,0,1774,4000,0,, 
273133,534897,08-MAR-2023 16.51.34,5071,159.4,184.39,151.4,32.99,41.5,1664,,20.16,12.83,,,,0,999,0,0,0,0,0,0,0,0,0,0,0,87500,5524,0,3337,0,2051,4000,0,, 
273135,534898,08-MAR-2023 17.43.54,5071,161.2,183.73,151.4,32.33,41.8,1659,,19.79,12.54,,,,0,999,0,0,0,0,0,0,0,0,0,0,0,87200,5265,0,3213,0,2051,4000,0,, 
273138,534899,08-MAR-2023 18.41.59,5071,157.5,183.38,148.1,35.28,42.4,1657,,21.6,13.68,,,,0,999,0,0,0,0,0,0,0,0,0,0,0,85600,5539,0,3464,0,1995,4000,0,, 
273140,534900,08-MAR-2023 19.35.05,5071,155,188,152,36,41.1,1694,,22,14,,,,0,999,0,0,0,0,0,0,0,0,0,0,0,87100,4498,0,2096,0,1996,4000,0,, 
273143,534901,08-MAR-2023 20.25.53,5071,159.7,172.69,133.7,38.99,38.7,1691,,23.83,15.16,,,,0,999,0,0,0,0,0,0,0,0,0,0,0,78600,4865,0,2661,0,997,4000,0,, 
273147,534902,08-MAR-2023 21.19.57,5071,157,191.3,155.3,36,39.3,1663,,22,14,,,,0,999,0,0,0,0,0,0,0,0,0,0,0,84500,5334,0,3092,0,1996,4000,0,, 
273150,534903,08-MAR-2023 22.18.25,5071,155.8,176.9,140.9,36,39.6,1623,,22,14,,,,0,999,0,0,0,0,0,0,0,0,0,0,0,82400,4791,0,2720,0,1995,4000,0,, 
273153,534904,08-MAR-2023 23.10.47,5071,157.1,187.7,151.7,36,41.5,1634,,22,14,,,,0,999,0,0,0,0,0,0,0,0,0,0,0,86900,5572,0,2810,0,2001,4000,0,, 
273156,534905,09-MAR-2023 00.05.45,5071,158.7,187.1,151.1,36,41.5,1639,,22,14,,,,0,999,0,0,0,0,0,0,0,0,0,0,0,86900,5511,0,2101,0,998,4000,0,, 
273159,534906,09-MAR-2023 01.00.27,5071,156.7,185.79,147.8,37.99,40.7,1618,,23.22,14.77,,,,0,999,0,0,0,0,0,0,0,0,0,0,0,84800,5606,0,2694,0,1497,4000,0,, 
273162,534907,09-MAR-2023 02.05.37,5071,158.6,187.19,149.2,37.99,42.6,1595,,23.22,14.77,,,,0,999,0,0,0,0,0,0,0,0,0,0,0,88700,5117,0,2270,0,1500,4000,0,, 
273165,534908,09-MAR-2023 02.53.53,5071,159.6,186.99,148,38.99,39.9,1640,,23.83,15.16,,,,0,999,0,0,0,0,0,0,0,0,0,0,0,85300,4958,0,2078,0,500,4000,0,, 
273168,534909,09-MAR-2023 03.42.14,5071,154.4,179.69,142.2,37.49,38.4,1656,,22.91,14.58,,,,0,999,0,0,0,0,0,0,0,0,0,0,0,83200,5168,0,2271,0,0,4000,0,, 
273171,534910,09-MAR-2023 04.29.38,5071,160.3,175.9,139.9,36,38.5,1660,,22,14,,,,0,999,0,0,0,0,0,0,0,0,0,0,0,82500,4687,0,1931,0,998,4000,0,, 
273174,534911,09-MAR-2023 05.35.41,1058,157,184.7,146.2,38.5,41.7,1669,,23.53,14.97,,,,0,998,0,0,0,0,0,0,0,0,0,0,0,85400,5167,0,2165,0,1498,4100,0,, 
273177,534912,09-MAR-2023 06.21.33,1058,158.9,178.49,139.5,38.99,37.7,1616,,23.83,15.16,,,,0,999,0,0,0,0,0,0,0,0,0,0,0,80700,4380,0,1614,0,1998,4000,0,, 
273180,534913,09-MAR-2023 07.26.34,1058,162.5,203.5,165,38.5,46.7,1680,,23.53,14.97,,,,0,999,0,0,0,0,0,0,0,0,0,0,0,99700,5727,0,3358,0,2000,4800,0,, 
273183,534914,09-MAR-2023 08.23.55,1058,161.8,195.09,162.1,32.99,44,1697,,20.16,12.83,,,,0,1001,0,0,0,0,0,0,0,0,0,0,0,95000,5731,198,2971,0,1662,4000,0,, 
273186,534915,09-MAR-2023 09.21.00,1058,162,209.99,170,39.99,45,1647,,24.44,15.55,,,,0,1001,0,0,0,0,0,0,0,0,0,0,0,94900,5816,0,3255,0,2000,4000,0,, 
273189,534916,09-MAR-2023 11.23.04,1058,162.9,190.89,153.9,36.99,46.8,1616,,22.6,14.39,,,,0,1000,0,0,0,0,0,0,0,0,0,0,0,93600,5354,66,2914,0,553,4500,0,, 
273195,534918,09-MAR-2023 13.02.50,1058,162.1,186,150,36,40.2,1635,,22,14,,,,0,1001,0,0,0,0,0,0,0,0,0,0,0,85100,5122,0,2531,0,2000,4000,0,, 
273198,534919,09-MAR-2023 13.54.33,1030,162.3,187.99,150,37.99,40.9,1624,,23.22,14.77,,,,0,911,0,0,0,0,0,0,0,0,0,0,0,87000,4959,0,2224,0,2000,4000,0,, 
273201,534920,09-MAR-2023 14.47.50,1030,162.6,189.7,157.7,32,42.2,1654,,19.56,12.44,,,,0,910,0,0,0,0,0,0,0,0,0,0,0,90200,5332,0,3523,0,2000,4000,0,, 
273204,534921,09-MAR-2023 16.05.05,1030,160.1,190.7,155.7,35,41.9,1689,,21.39,13.61,,,,0,999,0,0,0,0,0,0,0,0,0,0,0,87800,5615,0,3246,0,1999,4000,0,, 
273207,534922,09-MAR-2023 16.57.51,1030,159.2,190.49,156.5,33.99,40.9,1658,,20.77,13.22,,,,0,999,0,0,0,0,0,0,0,0,0,0,0,87000,5067,0,2368,0,996,4000,0,, 
273210,534923,09-MAR-2023 17.53.33,1015,159.1,75.09,41.1,33.99,39.3,1640,,20.77,13.22,,,,0,800,0,0,0,0,0,0,0,0,0,0,0,84600,4869,0,2461,0,1000,4000,0,, 
273213,534924,09-MAR-2023 18.49.01,1015,161.3,186.3,150.3,36,40.9,1597,,22,14,,,,0,800,0,0,0,0,0,0,0,0,0,0,0,84300,4767,0,2290,0,996,4000,0,, 
273216,534925,09-MAR-2023 19.43.03,1015,162.5,186.6,150.6,36,41.2,1656,,22,14,,,,0,800,0,0,0,0,0,0,0,0,0,0,0,85300,5067,0,2639,0,996,4000,0,, 
273219,534926,09-MAR-2023 20.57.35,2051,159.4,188.89,150.9,37.99,40.8,1673,,23.22,14.77,,,,0,999,0,0,0,0,0,0,0,0,0,0,0,83900,4889,0,1997,0,1000,4000,0,, 
273221,534927,09-MAR-2023 22.04.34,2051,163.1,190.4,167.4,23,43.4,1644,,,23,,,,0,800,0,0,0,0,0,0,0,0,0,0,0,90300,5056,0,3056,0,1000,4000,0,, 
273224,534928,09-MAR-2023 22.56.43,1010,162.1,185.1,149.1,36,41.9,1655,,22,14,,,,0,255,0,0,0,0,0,0,0,0,0,0,0,85500,4948,0,2541,0,1000,4000,0,, 
273227,534929,09-MAR-2023 23.52.59,1010,160.3,185,149,36,43.4,1645,,22,14,,,,0,300,0,0,0,0,0,0,0,0,0,0,0,89100,5093,0,2663,0,1000,4000,0,, 
273230,534930,10-MAR-2023 01.10.30,1011,160.8,189.59,151.6,37.99,45,1605,,23.22,14.77,,,,0,300,0,0,0,0,0,0,0,0,0,0,0,90200,5062,0,2387,0,996,4000,0,, 
273233,534931,10-MAR-2023 02.38.17,1011,160.9,186.09,146.6,39.49,45.4,1633,,24.13,15.36,,,,0,299,0,0,0,0,0,0,0,0,0,0,0,89400,4747,0,2217,0,996,4100,0,, 
273236,534932,10-MAR-2023 04.00.25,1011,160.1,186.9,146.6,40.3,46.5,1622,,24.63,15.67,,,,0,300,0,0,0,0,0,0,0,0,0,0,0,88900,5111,0,3158,0,996,4100,0,, 
273239,534933,10-MAR-2023 04.52.36,1058,159.9,187.89,146.7,41.19,41.4,1625,,25.17,16.02,,,,0,999,0,0,0,0,0,0,0,0,0,0,0,87900,5055,0,2897,0,999,4000,0,, 
273243,534934,10-MAR-2023 05.49.26,1058,161,185.69,146.7,38.99,40.6,1647,,23.83,15.16,,,,0,999,0,0,0,0,0,0,0,0,0,0,0,84900,4827,0,2766,0,1000,4000,0,, 
273246,534935,10-MAR-2023 06.48.57,1010,160.9,184.7,144.4,40.3,43.5,1671,,24.63,15.67,,,,0,300,0,0,0,0,0,0,0,0,0,0,0,89400,5269,0,2805,0,1000,4000,0,, 
273249,534936,10-MAR-2023 07.55.31,1010,158.6,186.1,150.1,36,44.3,1645,,22,14,,,,0,299,0,0,0,0,0,0,0,0,0,0,0,90100,5280,65,2988,0,2000,4000,0,, 
273252,534937,10-MAR-2023 09.16.35,1011,161.7,192.99,150,42.99,42.8,1667,,26.27,16.72,,,,0,299,0,0,0,0,0,0,0,0,0,0,0,88300,5236,0,3354,0,1000,4000,0,, 
273255,534938,10-MAR-2023 10.24.47,1010,165.1,190.59,152.6,37.99,48.2,1633,,23.22,14.77,,,,0,300,0,0,0,0,0,0,0,0,0,0,0,95500,5376,255,3673,0,1662,4100,0,, 
273257,534939,10-MAR-2023 11.22.06,1010,163.3,191.59,152.6,38.99,45.3,1634,,23.83,15.16,,,,0,299,0,0,0,0,0,0,0,0,0,0,0,90400,5474,255,3930,0,1662,4100,0,, 
273264,534941,10-MAR-2023 13.05.59,1010,163.4,186.48,151.2,35.28,42,1630,,21.6,13.68,,,,0,300,0,0,0,0,0,0,0,0,0,0,0,85900,5047,370,2861,0,1662,4000,0,, 
273266,534942,10-MAR-2023 13.56.47,1015,161.6,182,146,36,41.7,1688,,22,14,,,,0,800,0,0,0,0,0,0,0,0,0,0,0,86100,5124,368,3383,0,1000,4000,0,, 
273269,534943,10-MAR-2023 14.50.10,1015,163,174.5,139.5,35,42.8,1649,,21.39,13.61,,,,0,800,0,0,0,0,0,0,0,0,0,0,0,86800,5009,368,2437,0,2000,4000,0,, 
273273,534944,10-MAR-2023 15.39.39,1015,158.4,184.98,149.7,35.28,40.3,1652,,21.6,13.68,,,,0,800,0,0,0,0,0,0,0,0,0,0,0,85400,5153,0,3182,0,1000,4000,0,, 
273275,534945,10-MAR-2023 16.32.21,1015,158.2,184.8,148.8,36,42.8,1565,,22,14,,,,0,800,0,0,0,0,0,0,0,0,0,0,0,88200,5259,0,2915,0,2000,4000,0,, 
273279,534946,10-MAR-2023 17.22.10,1015,159.9,175.4,139.4,36,42,1627,,22,14,,,,0,800,0,0,0,0,0,0,0,0,0,0,0,85800,5134,0,2716,0,1500,4000,0,, 
273282,534947,10-MAR-2023 18.14.12,5042,161,178.8,142.8,36,41.1,1650,,22,14,,,,0,999,0,0,0,0,0,0,0,0,0,0,0,84900,5168,0,3308,0,2000,4000,0,, 
273285,534948,10-MAR-2023 20.17.42,2010,159.5,168.8,132.8,36,44.6,1646,,22,14,,,,0,255,0,0,0,0,0,0,0,0,0,0,0,86300,4719,0,2826,0,1495,4000,0,, 
273289,534949,10-MAR-2023 21.05.07,2010,158.6,177.3,141.3,36,38.8,1656,,22,14,,,,0,255,0,0,0,0,0,0,0,0,0,0,0,81400,4763,0,2649,0,2000,4000,0,, 
273292,534950,10-MAR-2023 21.56.27,2010,155,185.29,152.3,32.99,43.1,1626,,20.16,12.83,,,,0,255,0,0,0,0,0,0,0,0,0,0,0,88600,5218,0,3395,0,2000,4000,0,, 
273295,534951,10-MAR-2023 22.51.07,1056,159.1,185.9,149.9,36,41.7,1654,,22,14,,,,0,999,0,0,0,0,0,0,0,0,0,0,0,86800,4969,0,2359,0,1745,4000,0,, 
273298,534952,10-MAR-2023 23.52.36,1056,162.7,193.1,157.1,36,44,1665,,22,14,,,,0,999,0,0,0,0,0,0,0,0,0,0,0,91000,5081,0,3360,0,1108,4500,0,, 
273300,534953,11-MAR-2023 00.45.23,1063,161.4,185.2,150.2,35,41.8,1659,,21.39,13.61,,,,0,998,0,0,0,0,0,0,0,0,0,0,0,88400,4478,0,2645,0,1661,4000,0,, 
273303,534954,11-MAR-2023 01.38.22,1063,161.2,189.6,154.6,35,42.7,1642,,21.39,13.61,,,,0,999,0,0,0,0,0,0,0,0,0,0,0,90500,5059,0,2261,0,1662,4000,0,, 
273306,534955,11-MAR-2023 02.31.06,1058,164.1,198.49,161.4,37.09,40.9,1637,,22.67,14.42,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,89000,5301,0,2358,0,1662,4300,0,, 
273309,534956,11-MAR-2023 03.19.15,1058,163.5,75.89,40.8,35.09,39.3,1664,,21.44,13.65,,,,0,999,0,0,0,0,0,0,0,0,0,0,0,86100,4975,0,2310,0,1108,4400,0,, 
273312,534957,11-MAR-2023 04.14.32,1058,162.2,185.89,149.7,36.19,43.1,1586,,22.12,14.07,,,,0,998,0,0,0,0,0,0,0,0,0,0,0,87100,4967,0,2422,0,554,4000,0,, 
273315,534958,11-MAR-2023 05.11.06,1058,163,201.49,165,36.49,44.4,1622,,22.3,14.19,,,,0,998,0,0,0,0,0,0,0,0,0,0,0,91100,5776,0,3166,0,1061,4200,0,, 
273318,534959,11-MAR-2023 06.08.01,1058,164.1,201.89,166.8,35.09,43.6,1603,,21.44,13.65,,,,0,998,0,0,0,0,0,0,0,0,0,0,0,93000,5045,0,3097,0,2,4700,0,, 
273321,534960,11-MAR-2023 06.58.32,1058,162.9,190.09,160,30.09,41,1642,,18.39,11.7,,,,0,999,0,0,0,0,0,0,0,0,0,0,0,89100,5004,0,2850,0,2,4100,0,, 
273324,534961,11-MAR-2023 07.57.52,5042,157.9,190.1,155.1,35,44.3,1686,,21.39,13.61,,,,0,999,0,0,0,0,0,0,0,0,0,0,0,92000,5420,341,3289,0,2000,4000,0,, 
273327,534962,11-MAR-2023 08.47.51,5042,161.3,188.89,154.9,33.99,42.2,1662,,20.77,13.22,,,,0,1000,0,0,0,0,0,0,0,0,0,0,0,90000,5397,299,3119,0,2000,4000,0,, 
273330,534963,11-MAR-2023 09.41.42,5071,161.8,190.5,154.5,36,43.5,1670,,22,14,,,,0,1000,0,0,0,0,0,0,0,0,0,0,0,91100,5431,0,2842,0,2020,4000,0,, 
